"CompetitionClassification","Vehicle.sum7","1993","1996","1997","1999","2000","2001","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","1990","1991","1992","1994","1995","1998","2002","2003","2004","2005","2006","2007","2008","2009"
"Unlabeled: Blank Extent Competed","BOA or BPA",59007.7966525848,0,2393293.26766886,3915170.34611926,0,12802.8237120113,1294747.81397682,-1192791.32174319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
"Unlabeled: Blank Extent Competed","Definitive",1174445.50111757,6017560.42657467,52749.2282951505,195119408.005566,378077673.482245,566215550.966236,14456060.8801039,1221483.15482437,3870001.73942542,-736809.435107089,-316352.837140485,-229400.547988196,2157.67476297287,423470.958107179,24128.2425049737,0,11573.9072704938,11188.817598517,72159.9032545525,79003.24,76948.260673824,0,16899931.7090533,15475911.9906012,611713.693039973,402367.160279646,36482.3670331775,144531107.71612,13119252.6748552,346174669.23196,526645369.225564,328260441.516631,46131579.0652816,39962614.0449806,62288961.0330618,2261144.01722073
"Unlabeled: Blank Extent Competed","Pur. Order",62814.7512753322,422536.227513128,,8571865.91599183,14396272.6550072,16205471.5493354,27211.7567304811,-120030.531697929,-16716.4340884326,-32386.7169772192,,,,,,,,,,,,,2779770.9236284,4053690.49560264,42251103.7409265,,,9246991.88446289,1822590.294245,30194882.6064829,20850038.9257348,2968824.802985,2323091.37277731,2080819.61915157,2234781.02435402,105042.752062176
"Unlabeled: Blank Extent Competed","Single-Awd.",232224.231987592,80568.3484664862,0,7432859.97265701,22758849.4811217,79778760.6407058,-32836516.5347184,5452331.41637263,4700735.75235139,1386562.69891526,-1155846.82336307,-46545.4561615887,0,,,114609.258109837,,,,,,,88936.1233006111,65897.4317019149,153902.489650184,54021.5168893969,169643.006704275,207173.256784845,4718752.07732307,161434548.120096,259319379.084096,74557480.2827285,21698042.2597873,38363648.6172547,14416807.708304,5960336.13788849
"Unlabeled: Blank Extent Competed","Unlbd. IDV",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Unlabeled: Blank Extent Competed","Unlabeled",,,,985572798.46695,,,,,,,,,,,,,0,,0,0,0,0,47118504972.6813,,,,,903404926.519689,,,,,,,,
"Unlabeled: Blank Fair Opportunity","BOA or BPA",,,,,,,96234.9352903296,-87471.9353423766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,9671.73658305585,,,,15922.0508040899,,
"Unlabeled: Blank Fair Opportunity","FSS or GWAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78550.1750147647,986624.119018584,,,
"Unlabeled: Blank Fair Opportunity","Multi-Awd.",,,0,,,938698.110401703,,,0,,,,,,,,,,,0,0,0,,,,,,,,15026144.7255355,6672322.67469024,-213707.364825717,0,0,,
"Unlabeled: Blank Fair Opportunity","Unlbd. IDV",,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,47565.9176215862,,,,0,,
"Unlabeled: Blank Fair Opportunity","Unlabeled",,,,1932579.3575302,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
