"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"CANES",2035,,,,,,,,,,,,,,,,9990877,37183013.5,48239219.3281,135721565.7583,200892500.487,154709095.2447,146703709.3949,129773135.4073,81233491.0146
"CARGO 5 TON M54A2C",891,,,41300,,,,,,,,,,,,,,,,,,,,,
"CARGO SHIP ATTACK-AKA",1221,-1e+05,,,,,,,,,,,,,,,,,,,,,,,
"CARGO SHIP LIGHT-AKL",1256,,,,1187520,,,,,,,,,,,,,,,,,,,,
"CARGO SHIP LKA117",1220,,,63414,,,,,,,,,,,,,,,,,,,,,
"CARGO SHIP-AK",1255,89734769,60583413,38983040,63388,,,,,,,,,,,,,,,,,,,,
"CARRIER ACFT NUCLEAR-CVAN",1185,32379741,5147622,21521650,16577565,,,,,,,,,,,,,,,,,,,,
"CARRIER AIRCRAFT-CVA-59",1178,7152924,103153,,,,,,,,,,,,,,,,,,,,,,
"CARRIER AIRCRAFT-CVA-63",1179,4244917,14978534,12042550,21132013,,,,,,,,,,,,,,,,,,,,
"CARRIER AIRCRAFT-CVA-67",1181,,,39619,133500,,,,,,,,,,,,,,,,,,,,
"CARRIER AIRCRAFT-CVAN-68",1182,,,,-50000,,,,,,,,,,,,,,,,,,,,
"CARRIER ANTI-SUB SUPT-CVS",1173,,,,-12423,,,,,,,,,,,,,,,,,,,,
"CARRIER CVV",1174,,30503,1278371,135115,,,,,,,,,,,,,,,,,,,,
"CASS",1012,6609315,1234127,13427386,7542937,,,,,,,,,,,,,,,,,,,,
"CBDP",1344,,,,,,,30000,692400,246823,65000,,,,,,,,,,,,,,
"CCIC2S",1989,,,,,,,,,,,,19854808,1.5e+07,18580343,16852727,27387470,14822229,2575194,2757313,-169366,,,,
"CDL",1341,,,,,,,,,,,,,1322888,774154,0,,,,,,,,,
"CEC",1843,,,,,137306299,137079871,87144006,32348496,42752802.6906,72447181.8156,98340539.9883,69644900.3875,58784564.16,41334938,117119653.5125,120592865.89,152774905.1797,104419272.9219,119727170.2176,104767865.8183,151187983.1875,137466923.4819,182019467.7129,93779612.7237
"CG(X)",653,,,,,,,2917,,,799055,,,,-102000,-10894,,,,,,,,,
"CG-47",55,,,,,,,,,,177435,,,0,,8600,4879205,,,,,,,,6117210.5391
"CG-47 AEGIS",866,90579885,42261652,33333530,20208796,50000,,,,,,,,,,,,,,,,,,,
"CGS",1816,,,,,109875,,,,,,,,,,,,,,,,,,,
"CH-46 SEA KNIGHT",98,,,,47657307,,,,,,,,,,,,,,,,,,,,
"CH-47F",683,,,,,29483,282425,,18400,,,,,,,,,,,,,,,,
"CH-53 SEA STALLION",760,79901843,79688440,134871708,100935573,-4398279,,,,,,,,,,,,,,,,,,,
"CHCS II",1958,,,,,3289316,142413,,,114509.3984,63124.3008,65587,,-29980.4199,22986.72,,,,,,,,,,
"CHEM DEMIL-CMA",690,,,134000,,64495,2050411,6200,0,,0,,,,13649.1,-200,,,,,,,,,
"CMND SHIP TACTICAL FLEET-",1249,19536921,94988,844479,567779,,,,,,,,,,,,,,,,,,,,
"CNA",1915,,,19013378,101896522,257539970,157649702,25835485,12687647,182750,,,-355888.8125,,,,,,,,,,,,
"CNG",1917,,-6e+05,,,,,,,,,,,,,,,,,,,,,,
"CNS",2069,,,,2131333,,,,,,,,,,,,,,,,,,,,
"CNU",2070,,,1332086,89964,49940,1663562,,,,-25000,,,,-57723.14,,,-822.24,,,,,,,
"CNY",2071,3743093,,,803882,10000002,3694963,4344442,2658332,-5e+05,,,-280000,,,,-52409.0781,,,,,,,,
"CNZ",2072,138990434,82126900,-950000,1706174,1889895,3302241,,,,0,0,23311,,0,,,,,,,,,,
"COBRA JUDY REPLACEMENT",1359,,,,,226013434,191239107,258784310.7002,276345994.0469,203721031,255975774.589,98002335,61030578,93346371.3438,60172242,12418816,8239280.74,0,,0,0,,,,
"COMANCHE",661,,,,,256400,,19825,,,325669.8282,-20166.9297,,,,,,,,,,,,,
"COMBAT SUPPORT TRAINING S",490,,,,2338994,,,,,,,,,,,,,,,,,,,,
"COMMAND SHIP-CC",1248,1185377,1174406,22217140,30861758,,,,,,,,,,,,,,,,,,,,
"COMMON GROUND EQUIPMENT",591,,,,34999,,,,,,,,,,,,,,,,,,,,
"CONDOR",1315,,,,,,,3.2e+07,0,0,0,0,,0,0,,,0,0,,,,,,
"CORPS SAM",165,,2293048,2418953,3746950,,,,,,,,,,,,,,,,,,,,
"CRANE HYDRAULIC 25 TON (C",221,,,,31524,,,,,,,,,,,,,,,,,,,,
"CRANE RT SP 7 1/21",886,,947260,,,,,,,,,,,,,,,,,,,,,,
"CRUISER GD MSL NUCLEAR-CG",1169,,,155709,61128,,,,,,,,,,,,,,,,,,,,
"CRUISER GUIDED MISSILE-CG",1168,83210547,5390886,2706598,4404484,150005,,,,,,,,,,,,,,,,,,,
"CV HELO (SH-60F)",642,,,,,,,,1419110,3483362.8161,879621.7554,590917.6033,11739541.7559,36471658.4454,15579965.8,406989,381449,4489960,2288267.3604,0,,,0,,
"CVN 21",634,,,,,168306228,609166189,654515419,831789115.6211,2551440895.1563,2490854652.1377,767227263.1692,817656459.6351,1006989502.9744,640177979.2494,1293948046.3702,1404116138.1246,1166623568.8178,1233775480.7011,1494000025.9266,1873090114.598,2058614313.7305,1488032306.0787,1447916677.2671,1916942835.0782
"CVN 68",57,,,,,11626786,88947772,1178761022.5599,977614943.2625,302425005.6205,508119619.4942,1417159567.7972,1194241388.6455,568614652.2435,1343485907.1708,1399557464.29,295909538.4884,518114853.3737,113723849.7845,-12258832.1612,-12296950.2221,11272323.7295,-1802979.2199,-3755149.65,-3368.8101
"CVN-68",1801,,,,,,,1838715,,2722748,-1456982.48,0,0,,,,-3704,-287.47,,,,,,,
"CVN-69",1802,,,,,,8500,1643557,2470236,5697758.6504,835800,1034546,3876143,295828.5,0,-191578,0,-41902,-130506.9219,,-238466.7579,0,,-3.34,0
"Convergence",2256,,,,,,,,,,,,,,,,,,,,,,5e+05,,
"DADS",1994,,,,,,,,,96542.4902,2000,,,,0,0,,,,,,,,,
"DCD/DCW",1977,,,,,193418,232736,207338,,,,,,,,,,,,,,,,,
"DCGS ARMY",1381,,,,,,,,,,,,,,,,,,1678306.25,0,,,,,
"DCGS-N INC 2",2182,,,,,,,,,,,,,,,,,,200095.7578,501380.2188,532309.7852,,,,
"DD 963",38,,,,,,,,,,,,,0,756846,0,,,,,,,,,
"DD(X)",86,,,,,89800,185498968,1483041760,2405161321.7945,2286886347.8635,1707481680.0137,468686064.6289,4290193998.5,512418799.4375,703194010.35,327721323.21,250450284.9586,699729352.3891,308294168.8038,356837140.4221,400822193.3477,294609700.6426,237814543.6206,153930228.3101,89494527.8487
"DDG 51",76,,20376460,998758,,195691007,271071514.9006,376185297.8555,334286159.6084,326989192.1346,313225700.9662,698901952.7072,2416127839.6612,1012917483.2126,1727153359.69,1672399688.0801,1414506779.7632,1606933343.2715,2050740692.8865,2078165010.3405,3154570770.4227,3826301018.994,1733070235.1085,2245320071.1841,322181271.8004
"DEF ENVIR & RESTORA PRG (",611,100863086,151614766,117841386,54928564,8592,,1202268.0898,,24671,-643771.2608,,-47906.7934,,,,,,-27284.9297,,,,,,
"DEF SATELLITE COMMS SYS",473,6049343,3267657,480371,,,,,,,,,,,,,,,,,,,,,
"DERP",2016,7668777,25466069,12883451,16854998,134148513,60350431,40773256.7691,40376362.3594,45405874.2227,42623612.4111,76673744.8136,51225937.8016,77554596.6179,39459435.8353,58709373.0603,57749358.0939,31122824.7654,52515210.804,55817926.0452,59024727.6346,60852660.1011,79880317.9775,103745666.5507,7727697.0329
"DESTROYER DD-963 CLASS",1187,1090459,362147,57721,170617,,,,,,,,,,,,,,,,,,,,
"DESTROYER DD-993 CLASS",1194,214369,431725,216066,129767,,,,,,,,,,,,,,,,,,,,
"DESTROYER DD-997 CLASS",1200,87751,,425208,883800,,,,,,,,,,,,,,,,,,,,
"DESTROYER DDG-47 AEGIS",1186,29783147,27319840,18074990,45395110,,,,,,,,,,,,,,,,,,,,
"DESTROYER DDG-51",1203,105041959,85892792,47894151,478760818,,,,,,,,,,,,,,,,,,,,
"DESTROYER GD MSL DDG-2 CL",1191,2888494,17605970,15050197,882716,,,,,,,,0,,,,,,,,,,,,
"DESTROYER GD MSL MODULE-D",1193,54483,,,,,,,,,,,,,,,,,,,,,,,
"DGTL TOPOGRAPHIC SPPT SYS",469,,,,4431325,,,,,,,,,,,,,,,,,,,,
"DIMHRS",1967,,,,,6937264,1325000,3102806,,,,,,1674504,3394000,3900365,1323692,,,,,,,,
"DJC2",1982,,,,,8666873.9902,7393509.25,13149044.66,13966283,14272032.9102,12714710.0886,7110252.7607,1623153.2578,1274550.0925,303000,-24000,-1183.63,,,,,,,,
"DMLSS",1959,,,,,1667626,1335122,3532008,,5045,,-1435,,,,,,,,,,,,,
"DMS",1960,,,,,93066,,,,,2946587,3514054,2638632,1318822.4707,,,,,,,,,,,
"DOCK AMPHIB TRANSPORT-LPD",1222,39673843,118339152,99388511,16354216,,,,,,,,0,,,,,,,,,,,,
"DPPS",1950,,,,,215335,132829,,411974,7900.21,595100,,,,,,,,,,,,,,
"DRAGON",1799,,,,,,,,,,,10000,,,,,,,,,,,,,
"DSP",618,,,,,,,,,205858.3751,88866.0117,,,,,,,,,,,,,,
"DTS",1970,,,,,,,12500,438134.3125,305824.9688,318264.9688,321733,312369.8899,317642.52,,,,,,,,,,,
"Defense Enterprise Office Solution (DEOS)",2251,,,,,,,,,,,,,,,,,,,,47970,,,,
"Distributed Common Ground System - Army Increment 2 (DCGS-A Inc 2)",2239,,,,,,,,,,,,,,,,,,,,,0,,,
"E-10",1371,,,,,,,222543,1197500,-100,12038.3096,15273,45396,,,,,,,,,,,,
"E-2 HAWKEYE",732,195261873,168322992,333759701,169235171,,,,,,,,,,,,,,,,,,,,
"E-2C",1387,,,,,,,78629.7578,67054.6016,35278,,,,,,,,,,,,,,,
"E-2C ADVANCED HAWKEYE",1358,,,,,31672776,9021325,8609902,16126338,78672314.4727,467055106.2578,591982982.5109,980124725.6754,926531526.8428,909281972.44,947813257.7573,973436823.9532,1544585993.0625,1038928205.836,1102213568.0254,2700303594.5937,1329520292.879,1050583140.168,1282791032.0291,818098630.6222
"E-2C REPRODUCTION",681,,,,,66198705,97463291,101166071.392,24684732.7668,130486323,147718823.6864,146180413.1267,92952578.4774,108382575.2111,104969190.1325,117571002.4813,75327977.8703,88196942,47469200.0938,29791715.5,0,337613.6016,-10000,2793574,
"E-3A",4,,,,1364510,,,44866,10780,,,,,,,,,,,,,,,,
"E-6A (TACAMO)",620,113194103,22641700,24158001,7896194,,,,,350355.5313,6999.1201,,,,63560864.06,61864292.08,101575981.3975,47254068.7656,68900671.836,28145616.5,26436556,2663573.25,-74814.8438,-312838.7188,
"EA-18G",1372,,,,,131319759,268712478,393035102,342773183,348873365,150982364.3203,478906111.3496,203017594.9711,249432490.2188,334152394.62,118863877.14,262587516.1043,335150508.2686,2374751951.6649,1622421956.2735,1272963738.7613,1043242046.7154,1125499751.4621,784823122.6456,902055050.4629
"EA-3",733,,108998,500976,188694,,,,,,,,,,,,,,,,,,,,
"EA-6B",619,,,,,,,1920477.1035,800187.6034,6834113.5166,11600159.375,55638482.88,23315978.5875,41230511.7887,34871559.03,22572315.37,0,,,,,,,,
"EA-6B PROWLER",734,170622581,107326211,89776758,189538172,27451,,0,,0,5726.8198,-86308,,,,,,,,,,,,,
"EASTERN TEST RANGE",1733,,55000,,,,,,,,,,,,,,,,,,,,,,
"EBE",1933,1745147,123766,31004843,37721132,32310052,7200000,,,,,,,,,,,,-1034248.875,,,,,,
"EBJ",2077,93074196,50235711,20725549,73204434,52513089,47781910,-58090.1406,,,,,,,,,,,,,,,,,
"ECSS",632,,,,,,,10800,,0,,,,,,,,,,,,,,,
"EELV",72,,,,,958116,1642920,6603.6101,,,,,,,7404049,6900634,299892,486937,15289.3496,,2074.5701,163440.8125,54115,85268278,79535474.9063
"EFV (AAAV)",1812,,,,450915,106114229,42750829,41389879.5601,11153905.7686,75414391.8828,164997529.5911,252358277.6526,147286285.5659,60233504.962,45249846,65984381.94,50070987.5719,14256326.5468,64078544.5725,16579789.1938,1489736.48,,,,
"ELECTRONIC DECEPTION SYST",543,,,25306,48531,,,,,,,,,,,,,,,,,,,,
"EMSP",1873,,,,,,,,,,,3510.25,,,,,,,,,,,,,
"ENGINE GAS TURB AN/32 85-",1761,102666,,,,,,,,,,,,,,,,,,,,,,,
"ENGINE TEST STAND",1770,197676,,,,,,,,,,,,,,,,,,,,,,,
"ENVIR PROTECT AGENCY SUPE",613,,,,650000,,,,,,,,,,,,,,,,,,,,
"EPA SUPERFUND",2021,,,,,932948,5415152,11902794,151060.3828,128963.1798,18447,21.6,0,133912.9219,,,,,,,,,,,
"ES-3A VIKING",801,97511,97500,1416994,899860,,,,,,,,,,,,,,,,,,,,
"EXCALIBUR",1360,,,,,,,,,383606,,,,,,,,,,,,,,,
"F-100 UPGRADE",1509,,,,1017072,,,,,,,,,,,,,,,,,,,,
"F-111 TFX",743,34886,,,,,,,,,,,,,,,,,,,,,,,
"F-117 STEALTH",1453,,,,0,,,,,,,,,,,,,,,,,,,,
"F-14 TOMCAT",744,242939376,176107175,218310240,270646321,,,,,,-16926,,,,,,,,,,,,,,
"F-15",23,,,,,,,3230,,,,,,,,,,,,,,,,,
"F-15 EAGLE",1892,54143,,,80920,,,,,,,,,,,,,,,,,,,,
"F-16",24,,,,,,,,,91000,,125146,,,,,,,,,,,,,
"F-16 FALCON",1894,,,,168406,,,,,,,,,,,,,,,,,,,,
"F-18 HORNET",746,913670367,693264799,880644366,1118141582,10557,239000,,,-103704,1119699,-1771937.7734,,,,,,0,,,,,,,
"F-22 Raptor",1436,397506,,,,,,,,,,,,,,,,,,,,,,,
"F-4 PHANTOM",736,5367106,2118283,3141413,1658604,,,,,,,,,,,,,,,,,,,,
"F-5 FREEDOM FIGHTER",738,29590569,1449871,38358892,4788023,,,,,,,,,,,,,,,,,,,,
"F-5E",1320,,,,,,,,,,47019,,,,,,,,,,,,,,
"F-6 SKYRAY",737,,71396,148632,,,,,,,,,,,,,,,,,,,,,
"F-8 CRUSADER",739,1196500,,,,,,,,,,,,,,,,,,,,,,,
"F/A-18 E/F",1828,,,,,431046485.0591,2115898754,2144448009.458,3015984321.0098,4434604919.4891,2655677808.3533,2476490297.3167,2584349824.7624,2750864360.9116,2565532923.1535,2841161604.9713,512021924.7692,1148829888.9364,126687977.6299,18003960.9373,14788450.2638,-9318690.9102,-348878.6211,2066880.8641,-6583762.4609
"F/A-18A/B/C/D",25,,,,,,,146482903.5158,220494759.5438,85728297.6857,47791847.7737,64172372.8545,32002198.7057,4622679.8534,14249470.06,2423537.7092,1344632.5937,-760796.41,-373465,0,0,,-50961.6992,-72049.78,
"F/A-22",671,,,,,153130,,2123540,207595,,2228000,,,,,,,,,,,,,,
"F404-GE-400 OR 402",811,12123798,41513179,48880009,127752846,,,,,,,,,,,,,,,,,,,,
"F404-RR-408 ENGINE",807,,2318213,5111784,1123643,,,,,,,,,,,,,,,,,,,,
"F405-RR-401 ENGINE",806,29020858,28131471,157642,70000,,,,,,,,,,,,,,,,,,,,
"F414-GE-400",812,361442272,429357444,65890505,56485176,,,,,,,,0,,,,,,,,,,,,
"FCA",79,,,,,,,,,,,,,,,,,,,6660,,,,,
"FCS",1310,,,,,1631200,404602,127226,7831498,2107372,15849408.2422,35541567.8125,25327878.6483,17407659.2656,13749051,14029509.2,10534769,3310386,561904,,,-191869.375,0,,
"FFG(X) Guided Missile Frigate",2252,,,,,,,,,,,,,,,,,,,,,795116480,559391392,631351536,1723068
"FFG-7",26,,,,,,,379919.0938,,144500,-3537.7,103906.2109,,,,,,,,,,,,,
"FIV",678,,,,,35574,,,,,,,,,,,,,,,,,,,
"FLOAT DRY DOCK AFDM-282",1259,,250422,,-43974,,,,,,,,,,,,,,,,,,,,
"FORK LIFT 6000 LB GE PT",278,,,,71918,,,,,,,,,,,,,,,,,,,,
"FORKLIFT 6000 LB",1577,,,,135653,,,,,,,,,,,,,,,,,,,,
"FRIGATE DL",1197,,,136823,108558,,,,,,,,,,,,,,,,,,,,
"FRIGATE FF-1049",1195,,33806,,,,,,,,,,,,,,,,,,,,,,
"FRIGATE FF-1052",1201,108600,144375,270008,,,,,,,,,,,,,,,,,,,,,
"FRIGATE GD MSL-DLG",1199,27214958,22665163,13880012,1297948,,,,,,,,,,,,,,,,,,,,
"FSCS",684,,,,,,,,,,,,,,,,,221078,,,,,3493587.2188,3543808.1094,3594828
"FUEL BARGE NON-SELF PROP",1304,1367140,,80320,145919,,,,,,,,,,,,,,,,,,,,
"GAU-5 MACHINE GUN",1587,,,,813225,,,,,,,,,,,,,,,,,,,,
"GBS",648,,,,,1469423,29718,,45754,0,,,,106580,0,,9517028.93,5041734.9832,1999452.2813,3794035.1876,4988527.125,7554578.625,0,,
"GCA",1939,706065,10800738,8009191,8456445,14144863,27840358,,,,,,,,,,,,,,,,,,
"GCCS-J",1949,,,,,2592894,23217,124852,651077.7891,663786.25,676610.0625,464840.1609,204018,,,1551296,0,,,,,,,,
"GCCS-M",1975,,,,,1549615,5061354,1500456,20445845.715,11978448.9848,7441206.809,6600793.6094,10197020.0158,8307889.3282,33710152.9688,49309843.1527,30565897.3677,51198548.4893,57685807.875,23501927.6719,25098735.5703,19653157.5,8375467.6484,1,
"GCSS ARMY",1345,,,,,,-974,,,,,,,,,,,,,,,,,,
"GCSS DOD",1352,,,,,,106555,1977321,,1703498.125,5703134.039,2328013.9531,3765965.5079,0,-116004.21,,,,,,,,,,
"GCSS-A INC 1",2178,,,,,,,,,,,,,,,,,,,,21032883.2656,,,,-299250
"GCSS-AF",1346,,,,,,,,,,,,,,,,,,,,,,138105,0,6227
"GCSS-CC/JTF",1998,,,,,,,,,,,144657.1719,0,,,,,,,,,,,,
"GCSS-MC",1990,,,,,,,,,,,,3858923,3801615.7286,3291685,3723070,4699946,2082165.0996,19788838.89,45486404.5158,505349.6507,-2627897.7705,-1308031.9586,81391.1172,3651970
"GGU-71A OBOGS OXY CONCENT",1163,,,,171342,,,,,,,,,,,,,,,,,,,,
"GHI",2085,,,1810142,1158000,149000,,,,,,,,,,,,,,,,,,,
"GHR",1943,,,,11821992,13330669,0,0,194593,0,,,,,,,,,,,,,,,
"GHT",2086,,,346366,,,,,,,,,,,,,,,,,,,,,
"GHY",2087,53065716,21415442,45428909,17841619,5317211,9252841,,,,,,-626400.7031,,,,,,,,,,,,
"GLOBAL HAWK",659,,,,,,3634922,10302832,,14797532,47052804,22034602.6875,11866913.5391,0,0,,0,39928,,92814,582586.9908,695994.8534,-248618.0313,-279.31,-7252.1398
"GMLRS",667,,,,,3035819,5e+05,,,,9144812,3451935.9375,-1e+06,,,,484138,0,428881.5,568220,,0,,-1631.2,
"GNF",2090,,,,9400000,3676000,3887025,5e+05,1208865,0,,,,,,,,,,,,,,,
"GPALS (SDS)",1,,,,,,,4000,,,,,,,,,,,,,,,,,221261.4531
"GPS III",696,,,,,,,,,,,,,18311.9395,,0,,14841,1700928,3553479,2633084,5653288,160000,6733146,
"GROUND BASED COMMON SENSO",478,,,,249644,,,,,,,,,,,,,,,,,,,,
"GROUND COMMAND POST",475,,,,703714,,,,,,,,,,,,,,,,,,,,
"GSS",2094,,,6397748,,1938315,5886087,,,,,,,,,,,,,,,,,,
"GTP",2095,,,4378500,6675086,9228119,1685744,-416058,,,,,,,,,,,,,,,,,
"GUIDED MSL LAUNCH MK-13",828,,,1803475,2198481,,,,,,,,,,,,,,,,,,,,
"GUIDED MSL LAUNCH MK-41",822,22985897,52272958,182727897,27161385,,,,,,,,,,,,,,,,,,,,
"GUIDED MSL LAUNCH MK-73",829,3786716,9448949,3999137,60281859,,,,,,,,,,,,,,,,,,,,
"GUPPY I SUBMARINE",1149,1126952,,,,,,,,,,,,,,,,,,,,,,,
"H-1 UPGRADE",2,,,,,222769729,239589432,249978161.2031,353625946.6744,378753810.2181,620017464.9855,734751291.834,807785307.9746,279062813.1791,1056406779.07,554145111.71,789614308.1772,800862966.8,637648871.4708,779674236.1134,892945902.3943,480436886.0619,248870662.2986,146883396.6929,132677110.2648
"H-13 SIOUX",752,,96426,51848,38728,,,,,,,,,,,,,,,,,,,,
"H-3 SEA KING",1455,,,36520,,,,,,,,,,,,,,,,,,,,,
"H-46 SEA KNIGHT",754,88217178,81375452,71624636,44079303,,,,,,,,,,,,,,,,,,,,
"H-57 SEARANGER",761,7693225,9333286,2780350,38098616,,,,,,,,,,,,,,,,,,,,
"H100-T400-CP400 PT-6T-3",802,10838139,3345485,9353794,10427374,,,,,,,,,,,,,,,,,,,,
"HAEUAV",701,,,,,,,145000,,,,,,,,,,,,,,,,,
"HARM (AIR FORCE)",30,,,,,,,,,,,1892776.9375,927856,2285124.5,0,,-135933.4531,,,,,,,,
"HARM (NAVY)",29,,,,,,,,,,1041732,2064905,309000,27202,0,,,,,,,,,,
"HARPOON",31,,,,,,,17587208,73163.8984,1690832.106,6136036.0157,70688972.0371,133150811.086,9627912.75,-202199.59,0,0,,,,0,,,,
"HAWK IMPROVED",1312,,,,,,,,,2896877,0,0,,,,,,,,,,,,,
"HELICOPTER NEW TRAINING",123,1933116,,,,,,,,,,,,,,,,,,,,,,,
"HH-53 SUPER JOLLY",1901,,,,32700,,,,,,,,,,,,,,,,,,,,
"HHD-60",621,,,,,,,,104126.7002,2389547.7969,1736123,2243004,6561462,4730656.5,13000,25977.05,,,,,,,,,
"HIMARS",1361,,,,,,1326523,643765,240000,0,1518466,0,,-538626.375,,-28542.52,,,,,,,,,
"HLR",1382,,,,,1417910,1407995,,,,,,431301,0,,,,660237,71030797.1719,215220274.0977,241959613.4256,258836796.6642,1429562484.6947,1858354110.9883,921428591.5625
"HMMLTV",656,,,,,9433140,36095,8024612,,42820.9609,59057.7402,190375,18211.1992,,,,,,,,,,,,
"HOSPITAL SHIP-AH",1261,150823,3014906,5830259,5255430,,,,,50000,-407632.125,,,,,,,,,,,,,,
"HPCM",1349,,,,,,,0,18432.5,,376349.1563,0,,-1293.15,798555,-1000,,,,,,,,,
"HURRICANE KATRINA",2017,,,,,,421745042,181076818.9003,-56946446.6172,1582388.8143,-816668.3376,-4706772.1419,-2308115.467,130308.9499,25607.94,,-3043.38,-16950,,,,,,,
"HURRICANE RITA",2018,,,,,,,115373,42503,,,3550,,26723,,,,,,,,,,,
"IAA",2097,,,,3878568,,,,,,,,,,,,,,,,,,,,
"IAMD",2032,,,,,,,,,,,,,,,,16143.0098,229369,,,63413,,,,
"ICEBREAKER-AGB",1262,,,,4033,,,,,,,,,,,,,,,,,,,,
"IDECM",1803,,,,,,,,,,,,,,,,,,,4619797,67671280.875,124531483,95043258.6,37317351,10323482
"IDHS INTELLIGENCE DATA HA",1729,,,,16177,,,,,,,,,,,,,,,,,,,,
"ILS-S",1973,,,,,,,,,,,,,4837089,25097099,42835552,9677945.4,14681314.75,10615056.7266,-2281677.2656,0,,-275320.1875,,-226141.3438
"IMDS",1974,,,,,,,,,7175,0,,,,,,0,,,,,,,,
"INTEGRATED MET SYS SENSOR",545,,,,76240,,,,,,,,,,,,,,,,,,,,
"ISPAN",1963,,,,,,,,,,,5e+05,,,0,,,,,,,,,,
"J-52",803,21919287,20203408,67522878,46344029,,,,,,,,,,,,,,,,,,,,
"J-57",808,55000,36223,,,,,,,,,,,,,,,,,,,,,,
"J-65",804,,,132290,,,,,,,,,,,,,,,,,,,,,
"J-69",1485,,,141645,,,,,,,,,,,,,,,,,,,,,
"J-79",809,28875,,,43979,,,,,,,,,,,,,,,,,,,,
"J-85",810,9141214,4203704,2601022,1953488,,,,,,,,,,,,,,,,,,,,
"JADC2",2254,,,,,,,,,,,,,,,,,,,,,,1962045.5,1851573.1523,
"JASSM",1832,,,,,1405292,,,3924735,5655862.3999,5839393,6882126,6934027.1387,1754399,,,,,,,-23000.0098,,,,
"JAVELIN",685,,,,,155775,687601,14885812,,,545356,0,0,383601320.4375,306968496.76,13863543.2,775292.6099,-99625,,,,,,-4454.4902,
"JCALS",1954,,,,,9076645,11250000,,61750,,0,,,,,78008.5,,,,,,,,,
"JCC(X)",1331,,,,,388847,,,,,1000132.5664,0,,,,,,,,,,,,,
"JDAM",1808,,,,,42750812,136964702,74714013,-20109485,-1558724.6094,-1219982.5312,-556490.8906,0,-208548,-34096.31,-304000,34528.3984,,,,,,,,
"JLENS",1366,,,,,826194,1510000,324548,113000,250000,142000,0,420028,610690,1660025,204601,,,,,,,,,
"JMPS",1988,,,,,,,,,,,1336210,,,,,,,,,,,,,
"JOINT COMMON MISSILE",1364,,,,,12982061,38451422,30580922,7398607,22227138,15201376.625,28559112.2109,18197836.0312,7578082.6562,0,,-48538.0195,0,,,,,,,
"JOINT TAC INFO DIST SYS/T",1646,1135608,1127421,456763,,,,,,,,,,,,,,,,,,,,,
"JPALS",649,,,,,,,,7125726.1484,3424798.5513,9100168.292,9924875.4398,3440390.4335,240512.4844,464141.4502,289166.8794,,,-13430.9902,,,4095495,3794987.7031,62611.3984,
"JPATS",1834,,,,,322542,67986,64748,50505,2897876.8067,530759.0996,-103001.7696,,,,,,,,,,,,,
"JSF (F-35)",87,178031456,268635741,6554622,239927692,196180517.0938,297828366,634208169,1065862766.7227,2725377126.3311,3681464062.0067,1874856013.4357,4877655064.5174,4691798600.1306,12181364143.38,3796342018.2,11389818543.0914,10143588537.0827,24140285523.0243,15993414967.9989,17244736490.1055,35959136464.6929,9846932233.464,20737931632.3383,26576552939.8461
"JSIMS",1337,,,,,,,,,,,450000,314337.25,7077,,,,,,,,,,,
"JSOW",1862,,919724,481691,,11858254,22720484.5,22444432.4317,173635148.7618,168802631.1563,193234616.627,137859917.7736,139633225.0987,119074138.2439,116785332.58,116400881.17,211314991.7359,58392221.0069,31560062.4387,247860495.8554,24265872.51,177402560,1192460.4063,-166381.5156,-1175651.8125
"JSOW-AGM-154",873,5842768,12267112,24141537,20597056,,,,,,,,,,,,,,,,,,,,
"JSTARS",679,,,,,164880,159435,29500,6825,,,,,,,,,,,,,,,,
"JT8D TURBOFAN ENGINE",814,,149675,37840,,,,,,,,,,,,,,,,,,,,,
"JTIDS (ARMY)",66,,,,,,,,,,24797.2891,,,,,,,,,,,,,,
"JTIDS (NAVY)",67,,,,,,,1611792.6078,,50463.8516,190311.8359,4070884.0703,13007380,15463017,8855538.1,4986623,5516676,4776869.875,3189050.125,4429097.9375,491691,1094000,815563,3e+05,240048.9844
"JTIDY (AIR FORCE)",68,,,,,,,,,292081,,,,,,,,,,,,,,,
"JTRS AMF",1374,,,,23271302,72642854,67944270,52885675,17823807.2031,46433.5699,8396486,-1841908,1.88,-145138,,,,,,-775144.0782,,,,,
"JTRS CLUSTER 1",1356,,,,,,,,86879420,135585289.4375,111192569.7617,118610938.9102,119717082.8516,195309492.1025,361996848.79,-99882.7,0,,,,,,,,
"JTRS WAVEFORM",689,,,,,66546,,3980000,21258609.2031,49279710.8438,58935483.3115,87867941.1681,73544894.3509,34673298.9209,14068189,11106149.22,4065180,2051384.5312,349976,115120,263699.125,-18205.6992,,,
"KIOWA WARRIOR",70,,,,,,,,,1170,14910,149775,,,,,,,,-12690,,,,,
"KMI",2001,,,,,,,,,,,,,,,,,,3509929.875,4361908.6484,8071558.5938,6980664.0556,7222842.7813,6497630.2344,319962.0313
"Key Management Infrastructure Increment 3 (KMI Inc 3)",2245,,,,,,,,,,,,,,,,,,,,971241.25,3944287.25,3353328.0078,3217197.125,-950259.875
"L-188 LOCKHEED ELECTRA CO",776,44000,209420,28831,,,,,,,,,,,,,,,,,,,,,
