prime_award_unique_key,prime_award_piid,prime_award_parent_piid,prime_award_amount,prime_award_disaster_emergency_fund_codes,prime_award_outlayed_amount_funded_by_COVID-19_supplementals,prime_award_obligated_amount_funded_by_COVID-19_supplementals,prime_award_base_action_date,prime_award_base_action_date_fiscal_year,prime_award_latest_action_date,prime_award_latest_action_date_fiscal_year,prime_award_period_of_performance_start_date,prime_award_period_of_performance_current_end_date,prime_award_period_of_performance_potential_end_date,prime_award_awarding_agency_code,prime_award_awarding_agency_name,prime_award_awarding_sub_agency_code,prime_award_awarding_sub_agency_name,prime_award_awarding_office_code,prime_award_awarding_office_name,prime_award_funding_agency_code,prime_award_funding_agency_name,prime_award_funding_sub_agency_code,prime_award_funding_sub_agency_name,prime_award_funding_office_code,prime_award_funding_office_name,prime_award_treasury_accounts_funding_this_award,prime_award_federal_accounts_funding_this_award,prime_award_object_classes_funding_this_award,prime_award_program_activities_funding_this_award,prime_awardee_uei,prime_awardee_duns,prime_awardee_name,prime_awardee_dba_name,prime_awardee_parent_uei,prime_awardee_parent_duns,prime_awardee_parent_name,prime_awardee_country_code,prime_awardee_country_name,prime_awardee_address_line_1,prime_awardee_city_name,prime_awardee_county_name,prime_awardee_state_code,prime_awardee_state_name,prime_awardee_zip_code,prime_awardee_congressional_district,prime_awardee_foreign_postal_code,prime_awardee_business_types,prime_award_primary_place_of_performance_city_name,prime_award_primary_place_of_performance_state_code,prime_award_primary_place_of_performance_state_name,prime_award_primary_place_of_performance_address_zip_code,prime_award_primary_place_of_performance_congressional_district,prime_award_primary_place_of_performance_country_code,prime_award_primary_place_of_performance_country_name,prime_award_base_transaction_description,prime_award_project_title,prime_award_naics_code,prime_award_naics_description,prime_award_national_interest_action_code,prime_award_national_interest_action,subaward_type,subaward_fsrs_report_id,subaward_fsrs_report_year,subaward_fsrs_report_month,subaward_number,subaward_amount,subaward_action_date,subaward_action_date_fiscal_year,subawardee_uei,subawardee_duns,subawardee_name,subawardee_dba_name,subawardee_parent_uei,subawardee_parent_duns,subawardee_parent_name,subawardee_country_code,subawardee_country_name,subawardee_address_line_1,subawardee_city_name,subawardee_state_code,subawardee_state_name,subawardee_zip_code,subawardee_congressional_district,subawardee_foreign_postal_code,subawardee_business_types,subaward_primary_place_of_performance_address_line_1,subaward_primary_place_of_performance_city_name,subaward_primary_place_of_performance_state_code,subaward_primary_place_of_performance_state_name,subaward_primary_place_of_performance_address_zip_code,subaward_primary_place_of_performance_congressional_district,subaward_primary_place_of_performance_country_code,subaward_primary_place_of_performance_country_name,subaward_description,subawardee_highly_compensated_officer_1_name,subawardee_highly_compensated_officer_1_amount,subawardee_highly_compensated_officer_2_name,subawardee_highly_compensated_officer_2_amount,subawardee_highly_compensated_officer_3_name,subawardee_highly_compensated_officer_3_amount,subawardee_highly_compensated_officer_4_name,subawardee_highly_compensated_officer_4_amount,subawardee_highly_compensated_officer_5_name,subawardee_highly_compensated_officer_5_amount,usaspending_permalink,subaward_fsrs_report_last_modified_date
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,1CE91AB1EBC814B9F21A8C8CE9466B01,2011,4,4300383063,46309.72,2011-04-21,2011,S2N4L4KXN9K9,122194145,AMC INCORPORATED,AMC,,,,USA,UNITED STATES,2011 US HWY 79 N,CAMDEN,AR,ARKANSAS,717019454,04,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,SBA CERTIFIED HUB ZONE FIRM",,CAMDEN,AR,ARKANSAS,717019454,04,USA,UNITED STATES,SLING LIFTS,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:00:04+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,1CE91AB1EBC814B9F21A8C8CE9466B01,2011,4,4300382133,62920.40,2011-04-12,2011,S2N4L4KXN9K9,122194145,AMC INCORPORATED,AMC,,,,USA,UNITED STATES,2011 US HWY 79 N,CAMDEN,AR,ARKANSAS,717019454,04,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,SBA CERTIFIED HUB ZONE FIRM",,CAMDEN,AR,ARKANSAS,717019454,04,USA,UNITED STATES,BRACKET,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 18:00:04+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,526861321606F86CC48CD256925A27EA,2011,1,4300371722,2222055.00,2011-01-12,2011,TBLKC12FCDH8,800765331,"ELBITAMERICA, INC.",,JMMGQ2ME8XG3,514421098,ELBIT SYSTEMS LTD,USA,UNITED STATES,4700 MARINE CREEK PKWY,FORT WORTH,TX,TEXAS,761793598,12,,"CONTRACTS,FOR-PROFIT ORGANIZATION,FOREIGN OWNED AND LOCATED,MANUFACTURER OF GOODS",,FORT WORTH,TX,TEXAS,761793598,12,USA,UNITED STATES,GUNNER DISPLAY UNIT,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 17:41:43+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",GRAND PRAIRIE,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",HIMARS FRP 6,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,A3C641F693FECE10AB3A0869047F283D,2012,8,4100555357,34777.14,2012-08-23,2012,NZEFKM96LVX4,121691740,"REAL-TIME LABORATORIES, LLC",,JMMGQ2ME8XG3,514421098,ELBIT SYSTEMS LTD,USA,UNITED STATES,990 S ROGERS CIR STE 5,BOCA RATON,FL,FLORIDA,334872836,19,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",1701 W. MARSHALL DR.,GRAND PRAIRIE,TX,TEXAS,750512704,24,USA,UNITED STATES,EXPEDITE FEE FOR SHIMS,Robert C Knabe Jr,266298.00,David Adamson,160430.00,Mark Stroze,155419.00,Larry Medford,146094.00,Robert Cocks,129442.00,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2012-11-28 10:38:23+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",GRAND PRAIRIE,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",HIMARS FRP 6,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,85A059F8B6A47C20377E150084D28B3D,2012,8,4100555357,34777.14,2012-08-21,2012,NZEFKM96LVX4,121691740,"REAL-TIME LABORATORIES, LLC",,JMMGQ2ME8XG3,514421098,ELBIT SYSTEMS LTD,USA,UNITED STATES,990 S ROGERS CIR STE 5,BOCA RATON,FL,FLORIDA,334872836,19,,"CONTRACTS AND GRANTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",1701 W. MARSHALL DR.,GRAND PRAIRIE,TX,TEXAS,750512704,24,USA,UNITED STATES,MACHINED CASTINGS FOR AZ MOTORS NRE ENG DVLP SHIM METHOD FOR AZ MOTORS,Robert C Knabe Jr,266298.00,David Adamson,160430.00,Mark Stroze,155419.00,Larry Medford,146094.00,Robert Cocks,129442.00,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2012-11-28 10:38:23+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4D51C001556E75F1FD2C19BF67ADDDAA,2011,2,4300376385,4705661.00,2011-02-18,2011,NZEFKM96LVX4,121691740,"REAL-TIME LABORATORIES, LLC",,JMMGQ2ME8XG3,514421098,ELBIT SYSTEMS LTD,USA,UNITED STATES,990 S ROGERS CIR STE 5,BOCA RATON,FL,FLORIDA,334872836,19,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,BOCA RATON,FL,FLORIDA,334872836,19,USA,UNITED STATES,MANIFOLD,Robert C Knabe Jr,266298.00,David Adamson,160430.00,Mark Stroze,155419.00,Larry Medford,146094.00,Robert Cocks,129442.00,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 16:31:53+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4D51C001556E75F1FD2C19BF67ADDDAA,2011,2,4300376252,253630.00,2011-02-17,2011,DLLQDK12HZC4,112889308,MCSWAIN MANUFACTURING CORPORATION,,LXJAD1QCKSK6,207389032,HEROUX-DEVTEK INC,USA,UNITED STATES,382 CIRCLE FREEWAY DR,CINCINNATI,OH,OHIO,452461208,01,,"CONTRACTS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS",,CINCINATI,OH,OHIO,452461208,01,USA,UNITED STATES,GEAR,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 16:31:53+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts and Grants,For-Profit Organization,Manufacturer of Goods",GRAND PRAIRIE,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",HIMARS FRP 6,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4876FECED61990E11DBDCD7C65635F15,2012,11,4100649328,36123.80,2012-11-29,2013,J8LJMJ7S5KG6,038258471,"R & D ELECTRONICS, INC.",,,,,USA,UNITED STATES,5501 HIGHWAY 431 S,BROWNSBORO,AL,ALABAMA,357419772,05,,"CONTRACTS AND GRANTS,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,MINORITY-OWNED BUSINESS,NATIVE AMERICAN OWNED,S CORPORATION,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",1701 W. MARSHALL DR.,GRAND PRAIRIE,TX,TEXAS,750512704,24,USA,UNITED STATES,"AZIMUTH RESOLVER ASSY BOOM CONTROLLER ASSEMBLY CABLE ASSEMBLY, ELECTRICAL, W539 CABLE ASSY, ELECTRICAL W540 CABLE ASSY, W512",,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2012-12-26 10:56:35+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,526861321606F86CC48CD256925A27EA,2011,1,4300373620,4209058.54,2011-01-27,2011,J8LJMJ7S5KG6,038258471,"R & D ELECTRONICS, INC.",,,,,USA,UNITED STATES,5501 HIGHWAY 431 S,BROWNSBORO,AL,ALABAMA,357419772,05,,"CONTRACTS,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,MINORITY-OWNED BUSINESS,NATIVE AMERICAN OWNED,S CORPORATION,SBA CERTIFIED SMALL DISADVANTAGED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,BROWNSBORO,AL,ALABAMA,357419772,05,USA,UNITED STATES,CABLE ASSEMBLY,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 17:41:43+00
CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-,W31P4Q11C0101,,139635485.48,,,,2010-12-23,2011,2018-05-02,2018,2010-12-23,2017-04-30,2017-04-30,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,097,Department of Defense (DOD),2100,DEPT OF THE ARMY,W31G3H,W0H9 US ARMY AVN &amp; MISSLES CMD,,,,,XFJMYSYFJEK4,794571448,LOCKHEED MARTIN CORPORATION,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,834951691,LOCKHEED MARTIN CORPORATION,USA,UNITED STATES,1701 W MARSHALL DR,GRAND PRAIRIE,DALLAS,TX,Texas,750512704,24,,"Contracts,For-Profit Organization,Manufacturer of Goods",Grand Prairie,TX,Texas,750512704,24,USA,UNITED STATES,"HIMARS M142A1 LAUNCHERS, FAILURE REPORTING CORRECTIVE ACTION (FRACAS), SYSTEM INTEGRATOR, NET TRAINING-CONUS, SUPPORT EQUIPMENT: LAGS (18)&SLINGS (4)",,336414,GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING,NONE,NONE,sub-contract,4D51C001556E75F1FD2C19BF67ADDDAA,2011,2,4300376872,53624.18,2011-02-23,2011,J8LJMJ7S5KG6,038258471,"R & D ELECTRONICS, INC.",,,,,USA,UNITED STATES,5501 HIGHWAY 431 S,BROWNSBORO,AL,ALABAMA,357419772,05,,"CONTRACTS,ECONOMICALLY DISADVANTAGED WOMEN-OWNED SMALL BUSINESS,FOR-PROFIT ORGANIZATION,MANUFACTURER OF GOODS,MINORITY-OWNED BUSINESS,NATIVE AMERICAN OWNED,S CORPORATION,SBA CERTIFIED SMALL DISADVANTAGED BUSINESS,SELF-CERTIFIED SMALL DISADVANTAGED BUSINESS,WOMAN-OWNED BUSINESS",,BROWNSBORO,AL,ALABAMA,357419772,05,USA,UNITED STATES,STRAP,,,,,,,,,,,https://www.usaspending.gov/award/CONT_AWD_W31P4Q11C0101_9700_-NONE-_-NONE-/,2011-08-22 16:31:53+00
