"Project.Name","ProjectID","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"F-106 DELTA DART",1446,551893,198113,,,,,,,,,,,,,,,,,,,,,,
"F-108",1508,111241288,84570112,114793061,57281400,,,,,,,,,,,,,,,,,,,,
"F-110",1504,217651918,213603293,278176998,282851315,,,,,,,,,,,,,,,,,,,,
"F-111",1447,3457341,3965987,-70384,-22971,,,,,,,,,,,,,,,,,,,,
"F-111A/D/E/F",1319,,,,,,,,,0,,,,,,,,,,,,,,,
"F-117 STEALTH",1453,2423141,851239,3029640,-20048,,,,,,,,,,,,,,,,,,,,
"F-12",1438,247846,123755,769872,,,,,,,,,,,,,,,,,,,,,
"F-14 TOMCAT",744,275818,,27225,,,,,,,,,,,,,,,,,,,,,
"F-15",23,,,,,,43719.5586,286908.3198,353925741.5496,294075803.9132,251610893.0679,334842150.0904,249061941.1345,2227759210.5392,466381304.9288,541186468.1297,611919599.6005,138609494.5994,632230887.2898,-29754190.5,1039822.0469,484408.0322,-577834.6875,1179680,128589650.8719
"F-15 EAGLE",1892,691019503,855643702,508048195,617296915,35572261,9870874,3403977,-761144.9717,-906818.8955,-957805,,-1752464.13,-1253793.02,-1919.64,0,,,,,,,,,
"F-16",24,,,,,738060.7598,4049362,294069.8381,585781031.3221,459118243.9531,305155139.4648,323521940.6702,481411636.2787,357794726.126,317176538.7322,381592269.7216,56533087.8982,46026396.6344,26605844.5337,-3568226.3616,-2439410.9861,-8382183.5518,227257.1118,36748554.4268,126827077
"F-16 FALCON",1894,610242379,601404861,705392972,759611862.5,155275786,116116565.5039,57910655,62605640.8496,3357204.4268,-1549337.3992,-724377.7175,-543158.0599,-2699791.198,-3190666.52,-607003.4,-177369.95,-826608.68,-6573824.29,-128368.3477,5493,,,,
"F-22 Raptor",1436,994261420,837891938,587909377,3109521257,,,,,,0,-1056562.75,-2539199.5,-83911,,,,,0,,,,,,
"F-4 PHANTOM II",1891,23127608,31477514,18338796,24286668,4448538,1166126,17628,0,,,-514390,,29427.9805,0,,197529,,,,,,,,
"F-5 FREEDOM FIGHTER",738,9990999,12228460,16428747,7751013,417267,,,,,,,-119466.2578,,,,,,,,,,,,
"F-5E",1320,,,,,,,,1409122.7987,605543.4123,737474.1677,366880.5518,327149.7752,844378.927,1453713.17,97268.72,-5685.12,0,,,,,,,
"F-86 SABRE",1449,,57472,,,,,,,,,,,,,,,,,,,,,,
"F/A-18 E/F",1828,,,,,,,,,37000,32500,,,,,,,,,,,,,,
"F/A-18A/B/C/D",25,,,,,,,,1047582,1127000,-56939,,8000,1332361.9766,,375761,0,0,,,,,,,
"F/A-22",671,,,,278982781,4245781339,2172292783,4938170349,6407898428.9843,4584560934.3672,4439598618.0391,2352786706.3597,2195560560.3017,1663615021.229,1471521274.36,1438385977.71,1447827207.62,1452869687.0727,1736714388.7863,42357732.0332,-11578955.1799,-17170445.5487,2722228.418,-23473584.2453,71078802
"FAAD C2I(ATCCS)",1841,,,,,,,,,0,,,,,,,,,,,,,,,
"FAB-T",88,,,,,,,,,,,,,,,,,,,79921.5,10602160,90026766.7109,121479621.5157,81260620.8818,87510957.75
"FB-111A",1796,,,,,,,,150000,0,101514.7891,,,,,,,,,,,,,,
"FCA",79,,,,,,,,,0,1742700,-1389268.4063,-53295.9102,-112156.8828,77530.7,-28573.08,0,,0,-352310,,,,,
"FCS",1310,,,,,168760,22840,,66705,,,,,348111.2813,0,,,,,,,,,,
"FMTV",1857,,,,,,,,,,,,4272.25,,,,,,,,,,,,
"GAE",2081,2156604,,,-69003,,242764,,,,,,,,-26708,,,,,,,,,,
"GAJ",1937,116432451,165439852,233393815,212871709,151176967,380370738,466120161,273421685.9131,313082246.9923,240394074.9377,211272559.0703,189441371.086,106907926.3789,20970830.53,-2797879.69,8524,0,,,,,,,
"GAU-5 MACHINE GUN",1587,,162674,125322,350325,,,,,,,,,,,,,,,,,,,,
"GAV",2082,,,,2496759,,,,4e+05,292305,,,,,,,,,,,,,,,
"GBS",648,,,,,103894,,14607828,2838246.75,20872459.875,39681912.2188,40331584.5196,40075048.527,79806543.8906,44476140.1,21507403.22,25502946.8288,13315008.1921,5065004.375,8539433.9902,4450044.8711,-112254.3125,0,,
"GBSD",2187,,,,,,,,,,,,,,,,,,,7851090,1879678.3125,117093286,1090125576.75,2028309353.6016,2640754000
"GBU-15",1597,1475272,,-267775,581194,,,,,,,,,,,,,,,,,,,,
"GCCS-AF",1997,,,,,,,,51028020.0953,61767866.2949,61569708.5153,60373317.2974,67397102.4773,65872171.1856,83415115.63,57830931.02,4117268.9751,3278246.9805,1403584.9805,,,0,-64491.3399,-64975.697,16136.7598
"GCCS-J",1949,,,,,,,,,,,1559067.6621,454858.2031,5673694.4571,293421.98,0,,,,,,,,,
"GCI",1941,,,,11393109,3692168,1326162,22274,,,,,,,,0,0,,,,,,,,
"GCSS-A INC 2",2188,,,,,,,,,,,,,,,,,,,,,3364822,3027031.9941,,
"GCSS-AF",1346,,,,,84000,83035159,141360939.25,142404724.7883,145469517.2884,136266950.7057,141778690.0329,127706571.9436,109517811.5931,99469478.1569,105439486.1088,51918069.6728,27309402.8079,19449267.129,5970720.3173,2274841.9463,-275708.9571,0,-378754.9814,
"GCSS-CC/JTF",1998,,,,,,,,,,,,,,,,15547,,,,,,,,
"GEODSS",1607,-65214,,,1803993,,,,,,,,,,,,,,,,,,,,
"GIGBE",1981,,,,,,,,4173786,1646692.1563,0,,,,,,,,,,,,,,
"GLOBAL HAWK",659,,,,,7143692,202818044,104409504,406138791,457551546.2851,588476341.5548,570615597.168,597911934.6563,271904410.1621,245633407.23,246246924.19,323015813.6531,380839967.5743,401262947.5938,478555048.5747,490214752.6252,361634678.9126,376947825.7422,44335206.7031,16592974.5
"GMLRS",667,,,,,-107683,,,,94084.6797,,,,,,,,278851,0,,,,,,
"GNP",2092,299250,37320,,164856,-133368,,,,,,,,,,,,,,,,,,,
"GNW",2093,,,,980037,,,,980037,,,,,,,,,,,,,,,,
"GPS III",696,,,,,,,,,49847.8203,,,,,,,9681039.5,59045485.5625,49291276,49379276.1584,94144021.9688,49100136.8574,49836605.5264,160581.9219,-66816.5938
"GPU-5A 3UMM POD",1586,,,304586,,,,,,,,,,,,,,,,,,,,,
"GSSI GRND SUP SYS INTEG",1618,,,,38520,,,,,,,,,,,,,,,,,,,,
"GTN",1964,,,,,17841132,,,,,,,,,,,,,,,,,,,
"GTN-21",1985,,,,,,,,,3202861,544643,,,,,,,,,,,,,,
"GYY",1948,,,81305982,64147054,25706098,20077854,18624637,7804529,2848505,734937,626001,0,,,,,,,,,,,,0
"GYZ",2096,,,60000,108888,175219,229300,242567,,,,,,,,,,,,,,,,,
"H-1 UPGRADE",2,,,,,47370,1380032,5331495,23867.1055,81226,,1372460.6251,100255.9981,1109357.3723,8175.36,1492656.81,1540861.84,2858204.4444,8337826.4063,301701.5801,105436.2896,1237209.7656,51836,288095.3398,301412.3438
"H-3 JOLLY GREEN GIANT",1456,5751338,3271901,1591,,,,,,,,,,,,,,,,,,,,,
"H-3 SEA KING",1455,,87990,,1495000,,,,,,,,,,,,,,,,,,,,
"HAEUAV",701,,,,,,1105144,1845282,,,434711,858272,0,0,0,0,0,,,,,,,0,
"HANGER AIRCRAFT",1771,,411077,,,,,,,,,,,,,,,,,,,,,,
"HARM (AIR FORCE)",30,,,,,,,,5421866.1226,,,674511.6181,214029.4045,,,,,,,,,,,,
"HEATER H-1",1772,473849,,,,,,,,,,,,,,,,,,,,,,,
"HELMET SYSTEM HGU-51/PCD",1773,3318000,6635500,3672498,5067473,,,,,,,,,,,,,,,,,,,,
"HH-53 SUPER JOLLY",1901,22344713,19528028,42728164,49218215,6208135,9103165,2472517,497499.3863,860676.1563,,0,,,,,,,,,,,,,
"HHD-60",621,,,,,,,,,,,54009.1201,417699,463283,114750,255850,0,,,,,,,,
"HPCM",1349,,,,,,795758,438517,16191.0996,9829339,4594952.1708,459787.7969,299623.4766,260596.0704,4993896.42,282665.12,10341030.9805,961644,-2026.5601,,-41451.5508,,,,
"HURRICANE KATRINA",2017,,,,,,101291050,63446025,8629866.6875,780528.7452,51628.2896,6109.9101,191904.1609,202980.4375,28815,31617.77,33182,,-22865.8008,,,,,,
"HURRICANE RITA",2018,,,,,,1344862,584484,,,5270,,,,,,,,,,,,,,
"HUSH HOUSE",1758,4173999,,,390968,,,,,,,,,,,,,,,,,,,,
"IAMD",2032,,,,,,,,,,,,,,,,6493234,169300742,16482295,51235762,11737295,72755206.5625,18420217,15347492.2188,3489607.6875
"ICBM FUZE MOD",2238,,,,,,,,,,,,,,,,,,,,,5556,,,
"IDECM",1803,,,,,,,,,,,,,,,,,5819339.7305,588350.125,577410.2813,702232.4688,82955.9707,,,
"ILS-S",1973,,,,,,,,,0,,8625,,,,,,,,,,,,,
"IMDS",1974,,,,,,,,,,3134373.75,,15408.4004,,,,,,,,,,,,
"IMPROVED RADAR SIMULATOR",1681,-75414,,39851,,,,,,,,,,,,,,,,,,,,,
"IMPULSE ARD-863-1",1595,,,,1310383,,,,,,,,,,,,,,,,,,,,
"ISPAN",1963,,,,,,,,,,,,,,341039,466510,-51145,,,-14640.9698,,,,,
"IUS FULL SCALE DEVELOP SY",1539,35278986,35739442,36725071,11387597,,,,,,,,,,,,,,,,,,,,
"Integrated Strategic Planning and Analysis Network Increment 4 (ISPAN Inc 4)",2235,,,,,,,,,,,,,,,,,,,,4e+05,0,,,449890.5938
"J-58",1483,636798,,2953443,1500851,,,,,,,,,,,,,,,,,,,,
"J-69",1485,7070520,12076287,5239364,6742990,,,,,,,,,,,,,,,,,,,,
"J-79",809,290458,515077,4e+05,4e+05,,,,,,,,,,,,,,,,,,,,
"J-85",810,15141756,32589798,82818178,48860431,,,,,,,,,,,,,,,,,,,,
"JADC2",2254,,,,,,,,,,,,,,,,,,,,,1389801.5,199120,0,0
"JASSM",1832,,,,,110585151,145884790,197420097,157688136.5727,165634907.5578,50854899.9823,165637274.8906,251704226.4336,262577537.377,86460549.83,522560642.44,85471043.4325,835192646.3534,655325685.9922,162665275.9948,775660297.5598,1305711809.0403,1082183777.951,987109855.5704,100755073.3725
"JCALS",1954,,,,,12872,,,,,,,,,,,,,,,,,,,
"JDAM",1808,,,,,41684243,679759954,326440130,390699735.7399,249773364.0167,235890443.1249,373074909.2515,254757283.7775,311799436.4683,320754307.67,33443990.79,266839577.5035,879054166.5156,857339875.4366,1271545483.0066,971040739.8897,37152918.5418,436390085.3559,284115826.3865,391022049.3646
"JLENS",1366,,,,,,,,4704180,1359874,0,,,,,,,,,,,,,,
"JMPS",1988,,,,,,,,,,,,11819175.632,9960095,7484014.91,8189906.5,8162672.6906,8395013.875,7493612.4648,7050062.418,6107304.5,7844256.4106,1238794.168,99621.803,-132438.3906
"JOINT C2",2184,,,,,,,,,,,,,,,,,,,6966686,0,20547,-399186.6719,,
"JOINT COMMON MISSILE",1364,,,,,32591967,66779608,55743474,5041500,438000,549946.1186,4782617.0403,2330250.1292,145307.0332,5281.52,5685.7,,-34329.5195,,,,,,,
"JOINT TAC INFO DIST SYS/T",1646,23232015,36253442,18583161,3413655,,,,,,,,,,,,,,,,,,,,
"JOINT TACTCL INF DSPLY SY",1643,1794265,1171652,1558092,2392912,,,,,,,,,,,,,,,,,,,,
"JPALS",649,,,,,5462635,520000,8871,26860,225065,,,,,,,,,,,50150.5391,,,,
"JPATS",1834,21991056,4517727,3512841,16972589,29515796,4685556,43237279,218244316.1046,751688127.7892,771861629.4942,277379557.0928,473343741.983,372144603.1251,260300557.24,478864743.98,189657050.8256,198124945.4441,53566667.0007,328258.7619,13014.54,215336,22142.5996,-9859689,
"JSF (F-35)",87,,,,,375000,1100938,,18155,5658528.0391,9849326,2927417,-5000,6652363.7969,6560714,12804773.37,800784.2519,4090675.5,2381132.9609,520071,565495.2813,998498.25,-43317,9323850,749851.875
"JSIMS",1337,,,,,,861217,,,,,,,,,,,,,,,,,,
"JSOW",1862,,,,,,,,,87673,4460,,,,,,,,,,,,,,
"JSTARS",679,,,,167290061,272895225,264934758,243422867,371031944.6823,413053043.0032,456720624.2092,489885239.8408,419769927.418,315367354.2549,243643822.35,337276592.58,3590661.8438,16687715,6817469.1954,27645184.1563,241877.4502,0,,,
"JSTARS RECAP",2191,,,,,,,,,,,,,,,,,,,,20710,,,,
"JTIDY (AIR FORCE)",68,,,,,,,,8419496,,0,,,,,,,,,,,,,,
"JTRS AMF",1374,,,,,,,,,,8692.4004,4745.25,,,,,,,,,,,,,
"JTRS CLUSTER 5",1378,,,,,,,,,,,,,,,,1222000,-3840,1696186,,171749.8594,,,,
"JTRS WAVEFORM",689,,,,,54009328,54860040,53171457,,,,,,,16809076,11179595,1387741.8,402380,,,-95148,,,,
"KC-10A",625,,,,,,,,119967.1,0,1463.5,401460513.8145,425402134.8828,433208386.8945,375055193.08,349456810.89,3141064.9258,1304489.9609,559326.5781,,,,27767.9805,,
"KC-135 STRATOLIFTER",1419,478866968,339331706,597831384,591086033,1974712,,,,-28000,0,-718919.6365,,,,,,,,,,,,,
"KC-135R",77,,,,,271360,550892,855307,75371462.3323,165637972.5549,218036668.4634,137497991.2581,73154862.7448,102062126.4932,202330858.16,117881867.3154,63196861.1374,64179958.5141,67097382.6031,68548285.214,54427712.0352,56908601.001,21371914.4298,-1475600.3495,0
"KC-45A",1380,,,,,,,,,,,,809688296,706461993.6875,1594565096.45,1396058579.2,467329244.3125,2979022875.7129,2379470666.75,3271457200.3125,2931195070.75,172437610.6328,4468002993.7608,3249060358.2579,2728880820.3594
"KMI",2001,,,,,,,,,284442,,,,,,,,,,,,4000,603336.2656,0,
"Key Management Infrastructure Increment 3 (KMI Inc 3)",2245,,,,,,,,,,,,,,,,,,,,,,,125695.8594,
"LAND WARRIOR",692,,,,,,,,,,,5505.7598,,,,,,,,,,,,,
"LANTIRN",1627,37761357,30634094,40785509,28269705,,,,,,,,-63264,,,,,,,,,,,,
"LANTRIN",82,,,,,,,,3632435.6035,1083366,-170116,125300,0,,2285937,698163.1,-393820,,,,,,,,
"LASER HELLFIRE",9,,,,,,,,,0,,,,,,,,,,,,,,,
"LGM-30 MINUTEMAN",1532,71784319,70635274,70783366,89224607,,,,,,2962.0601,,-132233.9063,,,,,,,,,,,,
"LLLBGK",626,,,,,,,,235564.9531,,,,,,,,,,,,,,,,
"LOADER A/C 25K",1580,2947654,,55293,,,,,,,,,,,,,,,,,,,,,
"LOADER A/C 40K",1568,261866,97369,465573,62378,,,,,,,,,,,,,,,,,,,,
"LONGBOW APACHE",1872,,,,,,,,,,,,,,,18020.2,,,,,,,,,
"LONGBOW APACHE BLK III",616,,,,,,,,,,,,,,,,3823847,198239,,,238762630,27161788,69122917.25,1876763.8437,3374256.3125
"LONGBOW HELLFIRE",1824,,,,,39915,,,,,,,,,,,,,,,,,,,
"M89",2098,,,,,,,,,,,,,,,,50792.3281,,,,,,,,
"MAC C3 SUPPORT",1776,3808440,,,,,,,,,,,,,,,,,,,,,,,
"MAVERICK (IR)",35,,,,,,,,,993735,77439608,40669.5,,64344,1518981.13,288714,-4411.2202,,,,,,,,
"MAVERICK (LASER)",1309,,,,,,,,11026982.7832,7248594.9942,,3199999.5,1555975.625,0,,,,,,,,,,,
"MAVERICK (TV)",1321,,,,,,,,45599824,,,,,,,,,,,,,,,,
"MCS (ATCCS)",1854,,,,,,,,,,,,,,,,,,,,,,,190002.0781,
"MH-60R",84,,,,,9564934,18053230,88255,,48751,0,,,,,,,,,,,,,,
"MH-60S",687,,,,,,,-4777,,,18407013.9063,327731.4913,1077931.6387,485995,493948.84,2228113.63,0,0,548790,0,,,,,
"MIDS-LVT",1831,,,,,11681599,815879,,,,,89147,87276,,,49500,622116,2130646,346331,,773688.8594,76830,200937.4375,107455,111820
"MILSTAR",1869,352723493,358942381,137521314,58006794,156953983,236022787,228589758,370051876.4043,357654800.9502,257906420.9344,97106121.1456,106487331.6418,90261802.1016,109161882.42,80393819.9487,43232723.1919,-33686.6484,20078.2998,-16706.3105,-1269.08,-696607.0625,,,
"MINUTEMAN II",1355,,,,,,,,364771.6031,0,,,51578.5399,440586.7899,2960852.51,2944401.08,0,,,,,,,1522835.625,4500000
"MINUTEMAN III",1795,,,,,,,0,71186168.1617,64591622.5176,81823639.1902,44783229.839,83630709.8862,107763392.7407,187226152.9917,303659359.9503,187161131.9263,160369675.8789,147654145.8146,177778184.3252,175695520.2709,201707172.3695,205234765.1719,209830156.1856,144754772.7969
"MINUTEMAN III GRP",1311,,569969,35565762,3492574,37660870,-1960000,,2592662.0781,88512389.796,43059481.75,50015798.3146,90918366.0388,47091177.8172,7773652.87,7028983.11,420027.22,6314475,775500,0,-99416.7813,,,,
"MINUTEMAN III PRP",657,,,,,11012342,445311325.7969,27293048,4937278.1094,11619632.7295,18619317.3379,7785913.3799,4425017.0698,1711825,316466,369705,99191,,,,,,,,
"MISSILE DEFENSE AGENCY SU",1912,19263806,4575963,3112575,9877928,71372126,80178356,90392310,25980729.8594,13771111.75,11608568.5296,10338635.1301,3131740.7734,11538777,6766636.23,2331087.4,5277562.4204,2610484.1944,20765.3496,2342964.0312,2711888.1016,2719584.9102,2505819,2592185,209067
"MK-82 500 LB",1592,,,,3897778,,,,,,,,,,,,,,,,,,,,
"MLRS",28,,,,,,,,,,,64316.6406,2208.1899,,,,,,,,,,,,
"MLS",670,,,,,,,,37500,41527.7,,,,,,,,,,,,,,,
"MMA",1333,,,,,29131,155490,583153,,,3343.5,,624150,,,,,,,,,1169683.625,1166956.75,1182437,1169069.625
"MOBILE ARRESTING BARRIERS",1777,372000,849150,377400,533000,,,,,,,,,,,,,,,,,,,,
"MODERNIZATION",1778,351759,49998,2145306,25551,,,,,,,,,,,,,,,,,,,,
"MOTIF",1705,7903500,,,,,,,,,,,,,,,,,,,,,,,
"MP RTIP",697,,,,,39366996,868000,-4663274,0,1368399,1374623,718012,,1159217,117600,,,,,,,,,,
"MQ-1C Gray Eagle",2036,,,,,,,,,,,,,,,,95483.8032,-8299.75,,,,,,,
"MQ-9 Reaper",1805,,,,,21498250,4057886,30691167.4339,205862411,135245563,116809003,311023286,304832269,154305542,419791281.73,90891726,497563052.915,442207156.9244,1046013234.1945,1000112721.5459,1586439385.6276,999470478.0336,923785242.9654,622733476.552,228084176.9949
"MROI",2148,,,,,,,,,,,,,,,,,8775094,0,6782925.5196,13122321.0547,16829875.27,11962822.0937,24827934.5352,16311803.2129
"MUOS",1343,,,,,,,,,,,,,,,,,,,,221915.4531,,,,1750276.5501
"MX-MISSILE",1538,-38490,,-152380,189814,,,,,,,,,,,,,,,,,,,,
"Massive Ordnance Penetrator (MOP)",2243,,,,,,,,,,,,,,,,,,,,7901555.1563,25733235.1445,6898517,8007670,94340
"Mk21A Reentry Vehicle",2247,,,,,,,,,,,,,,,,,,,,,49727103,71524469.625,81518233.375,51339084.5
"N WARNING SYS PROG/EX DEW",1743,280000,,,,,,,,,,,,,,,,,,,,,,,
"N78",2100,,,,,,,,,,,,,,,,29128.3594,44000,,,,,,,
"NAS",1823,,,,,,2575073,2698834,9382738.4757,14719408.1453,4900513,2329895,0,0,,38758.02,27567,5848,1347624,0,,,,,
"NAVSTAR",1613,19851320,73457444,73647684,252667774,,,,,,,,,,,,,,,,,,,,
"NAVSTAR GPS",62,,,,,223698309,225669353,244912375,353034773.6172,684796588.1691,908163623.345,1038331326.9633,973416448.2506,1229307238.9303,886457782.295,1355190930.8882,682637719.6502,1018981529.5893,627788830.3557,710493759.7697,554644985.5661,490498306.0013,370375199.0469,365583471.4249,179566379.6875
"NCES",664,,,,,,,,-403530,4003549,6038551.6292,1627477.4542,30164.1992,139026,149669.11,151492.7,-19622.4004,0,,,11373537,81100830,37913416,2792639.125,4498533.5
"NEMAIS",2004,,,,,,,,,,1533240,,,,,,,,,,,,,,
"NESP",1829,,,,,,,,-101681,,,,,,,,,,,,,,,,
"NGEN INC 1",2200,,,,,,,,,,,,,,,,,,9964550.0274,15108133.7032,3624024.76,,,,
"NMD",1877,,,,,,,1227471,3680824.75,586352,1203392.875,2622684.9688,6048080.6875,2183671.75,696796.86,,,,,,,,,,
"NPOESS",650,,,,,2706804,,,372891,,,,,,7575970,0,,,,,,,,,
"NPOESS (DOC/NOAA)",1731,23790481,64364245,130045004,2781770,,,,,,,,,,,,,,,,,,,,
"NTW",674,,,,,,,,,,,,11631574.8799,712515.0875,-568.97,,,,,,,,,,
"O-2",1463,64860,-35735,,63000,,,,,,,,,,,,,,,,,,,,
"OPTION GRND COMM NETWORK",1642,,20381709,11678190,5587886,,,,,,,,,,,,,,,,,,,,
"OTH-B RADAR",638,,,,,,,,,646130.9199,6257.4302,,8825000,-69217,896699,2208844,415024,-61145.1602,0,,,,,,
"OTHER ENVIRONMENTAL PROGR",2115,97052716,98272690,130986637,241323410,974072927,789441325,508294460.75,516137541.0502,453957799.5039,309263372.9343,295372607.8804,237470671.6272,260693141.5572,200563636.2031,231965482.11,596821264.7395,307623622.3144,517050183.9114,266561298.429,293399508.0304,206942837.5649,120054383.0495,64072312.5763,-3017853.2378
"OV-10 LARA (NOW BRONCO)",1480,33850,,59700,211844,,,,,,,,,,,,,,,,,,,,
"Other UAS",2258,,,,,,,,,19259444,5867490,11212701.5625,6864322.75,219768216,333004601.65,270051214.61,101621994.04,341736910,95646380,400544458,167009154.9336,151946415.2101,116443163.4473,,
"PACER SPEAK",1780,126008,,,,,,,,,,,,,,,,,,,,,,,
"PATRIOT",7,,,,,,,,,,,,,,866040,0,0,,,,,,,,
"PATRIOT PAC-3",44,,,,,,,,,,,,153830.3984,477976.0156,160045.15,163246.05,166510.9688,42460.3008,,,,,,,
"PATRIOT/MEADS",1819,,,,,,,,,,,,,,,,,488929.4688,,,,,,,
"PEACE HAWK",1629,,,,84667,,,,,,,,,,,,,,,,,,,,
"PEACE SHIELD PROGRAM",1631,1394566,-99306,,2740945,,,,,,,,,,,,,,,,,,,,
"PEACEKEEPER",636,,,,,,,,,,,,,7087.05,,,,,,,,,,,
"PEACEKEEPER MISSILE",1547,-91423637,8907144,66255,-366495,,,,,,,,,,,,,,,,,,,,
"PERSHING II",8,,,,,,,,799992,0,,,,,,,,,,,,,,,
"PKI",1979,,,,,,,,1007447.6875,,,,,1184500,,,,,,,,,,,
"PREDATOR",676,,,,,,,,,,,,24144,5373,0,135003.96,69265.9766,0,,,,,,,
"PREDATOR B",1386,,,,,,,,,,,,3020644,1565528,,,,,,,,,,,
"PREDATOR UAV",880,,,,44209967,,,,155193851,92503699.375,52667283.605,164433586.25,63541490,21154972,,,,,,,,,,,
"PRV",1328,,,,,12139434,1392849,,,,,41600,0,0,,298458978,150655703,139909692,244664129,310231656.1875,850452624.0313,721165753.2344,708261897.75,457306167.1445,609886804
"RF-4C",1465,11640476,13498776,14719986,2420690,,,,,,,,,,,,,,,,,,,,
"RIM-66 STANDARD MISSILE (",1914,,,,184731,78202,,,,,,,114020.8194,64483.5586,234326.96,,,45377.9219,26651.1602,,,,,,
"RSA DINING FACILITY",2020,,,,,,,,,,,21379255.5687,41578337.1129,24357455.8018,44987243.05,9114166.1,33295899.4823,10951035.8454,7646276.707,17483487.5258,9805954.3281,58906943.0595,59858905.9463,29726647.7159,62779677.3475
"SAFEGUARD",1335,,,,,,,,,0,,,248976,,,,,,,,,,,,
"SBIRS HIGH",622,,,,,3120378,9283377,5423751,10234501.8515,189183855.5938,1503206472.7265,639960349.0183,421608702.9258,319789410.5705,752889013.07,1017966935.33,621060734.375,695684647.543,347246981.875,425522518.14,714436265.9922,422727885.713,318902108.3891,400824324.4951,221249557.375
"SBR",1354,,,,,61499920,42658032,64988067,151405531.4082,30370716,-391.71,,,45724.6016,,,,,,,,,,,
"SDB",1351,,,,,1237285,22910490,76629652,208599808.0714,261017166.9238,249109764.982,218043975.4427,321928401.1688,178296122.1098,161504764.865,113245513.7819,45137966.6215,31545997.8735,18291827.875,22622531.3283,10371091.4414,2504064.875,3335935.6778,11510968,5e+06
"SEDAN 4 DR 4X2",1558,1069408,2063929,,,,,,,,,,,,,,,,,,,,,,
"SHELTER GENERAL PURPOSE",1783,419885,744320,,1477274,,,,,,,,,,,,,,,,,,,,
"SHILLELAGH MISSILE",1373,,,,,,,,,60400000,,1208995.125,0,-27251.3906,17670117.36,41486059.53,62616146.04,9685,33258924,40234499.4688,25712916.875,58754862.75,58122402.5625,57099095.7423,21213033.7188
"SICBM SM INT BALL MSL",1545,946070,,,,,,,,,,,,,,,,,,,,,,,
"SIDEWINDER (AIM-9L) (AF)",42,,,,,,,,,,4152,33000,54178.8398,0,,,,,,,,,,,
"SIDWINGER (AIM-9M) (AF)",59,,,,,,,,201702,,,2516945.1984,0,,,,,,,,,,,,
"SIGNAL GENERATOR 2.0-18.0",1784,-73476,,,,,,,,,,,,,,,,,,,,,,,
"SINCGARS",2112,,,,,,,,0,,,,79900,,,,,,,,,,,,
"SM-6",1383,,,,,,,,,,,,,,,,,78755.6814,56528.4504,29650.4,,,,,
"SMALL ICBM",673,,,,,,,,,5526,0,,,110150.23,,,,,,,,,,,
"SMART-T",1837,,,,,,,,5350,,,3486.3501,,98700,,,,,,,,,,,
"SPACE DEF SYSTEM 64406F",1541,,,71338,14782994,,,,,,,,,,,,,,,,,,,,
"SPACE FENCE INC 1",2179,,,,,,,,,,,,,,,,,,46749.6094,67131.0391,-41699.3594,,,61913,1138087
"SPACE SHUTTLE 64411F",1542,,,,385000,,,,,,,,,,,,,,,,,,,,
"SPARROW (AIM-7M) (N)",43,,,,,,,,50000,19282,,,,,,,,,,,,,,,
"SPECTRUM ANALYZER",1785,,873400,,,,,,,,,,,,,,,,,,,,,,
"SPS",1961,,,,,4585,,,4012770.9375,1653023.6214,1867166.1188,234878.4983,1307506.6198,1290856.4202,1063293.24,37887.35,-18045.7891,,,,,,,,
"STATUS OF FORCES AGREEMENT",2202,,,,,,,,,,,,,,,,,,,,,11869870.4455,14238802.5626,10914203.7737,4084541.3634
"STRYKER (IAV)",703,,,,,,,,,,,6357.8301,,,,,,,,,,,,,
"T-33 SHOOTING STAR",790,,,,499252,,,,,,,,,,,,,,,,,,,,
"T-37",1466,21886180,3420512,3286586,3777963,,,,,,,,,,,,,,,,,,,,
"T-38 TALON",782,44344532,27412866,23767291,162757627,,,,,,-24728,,,,,,,,,,,,,,
"T-39 SABRELINER",783,1183104,329453,102381,,,,,,,,,,,,,,,,,,,,,
"T-45TS",651,,,,,,,,,34800,,,,,,,,,,,,,,,
"T-46A",637,,,,,,,,,5300000,,,,,,,,,,,,,,,
"T-56",818,16334852,15876761,61044623,51045391,,,,,,,,,,,,,,,,,,,,
"TACIT RAINBOW (JGL)",1821,,,,,,,95625,,,-2798,,,,,,,,,,,,,,
"TACTICAL UAV",677,,,,,15315,7199897,6705686,,1059515.3438,5115101.1875,7257358.4688,51231982.5547,50466057.01,31820042.45,12681305.86,4436952,0,68738,,,,0,0,0
"TANK FUEL R-9 5000 GAL",1572,4134875,4343950,6855697,675042,,,,,,,,,,,,,,,,,,,,
"TBMCS",1971,,,,,,12987854,16910511,25772445.1533,48020142.1971,25972823.4464,39734460.804,27358463.1329,15751595.787,21300151.787,16327491.5359,8374971,3998792,3967354.4531,0,,,,-990094.633,6583658
"TCAIMS II",1957,,,,,,,,,,,,,,15694.09,,,,,,,,,,
"TDC",2005,,,,,,,,,6441,,16310926.3125,18995760,33526558,11310576.07,2208495,,,,,,,,,
"TELEPORT",1978,,,,,-26277,-243479,-48538,,,,640787.125,721510.5,0,0,,,,,,-148342.9609,,,,
"TEST SET AIR DATA COMPUTE",1787,251220,,,,,,,,,,,,,,,,,,,,,,,
