"","OR","2.5 %","97.5 %"
"(Intercept)",0.00584843346968431,0.00428449703489869,0.00798324138649624
"cl_def3_HHI_lag1",1.27098939439923,1.14612791615347,1.40945353298507
"cl_def3_ratio_lag1",0.909868216035952,0.731895912712534,1.13111735722673
"cl_def6_HHI_lag1",0.981649267222573,0.897848526426238,1.07327155469557
"cl_def6_obl_lag1",0.954367738454068,0.866650244951609,1.05096350633673
"cl_def6_ratio_lag1",0.924271410709855,0.843260350695593,1.01306511085325
"cl_US6_avg_sal_lag1",0.955139621280743,0.851936934699768,1.07084416578537
"cl_Ceil",1.89470813206942,1.77863677100995,2.0183541486616
"cl_Days",2.31187860296979,2.15119635112621,2.48456291406008
"VehS-IDC",0.542184642102927,0.507835285216331,0.578857347431174
"VehM-IDC",0.68979076182343,0.616273115862457,0.772078617174568
"VehFSS/GWAC",0.757753765266809,0.682548831120133,0.841244966801452
"VehBPA/BOA",0.519416967390948,0.446310328586532,0.604498638577442
"PricingFeeOther FP",0.375653216348013,0.32015820884572,0.440767517601301
"PricingFeeIncentive",0.816174585410377,0.5375895258707,1.23912561873466
"PricingFeeCombination or Other",0.510461901289234,0.334759354059476,0.778384082499826
"PricingFeeOther CB",0.497619710679704,0.380534295772328,0.650730773042084
"PricingFeeT&M/LH/FPLOE",0.359901304472997,0.233864129265589,0.553864114894953
"b_UCA",2.61094386490397,2.20042098410637,3.09805619693642
"b_Intl",1.07472248219533,0.958308485706779,1.20527829082534
"cl_Ceil:b_UCA",0.346406863397459,0.237961307091583,0.504274062348644
"cl_def6_HHI_lag1:cl_def6_obl_lag1",1.12257670047798,0.980085079329711,1.28578474974628
"cl_def3_HHI_lag1:cl_def3_ratio_lag1",1.78392924606778,1.32658449921774,2.39894522878305
