"SWpsc","Competition.sum","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Annual Software Maint.","No Comp.",,,,,,,,,,,,,0.0751933583283959,0.156619968240726,0.208659653465597,0.28345790214306,0.296397922337412,0.37107326501606,0.380950601969706,0.439040300451485,0.480714368218
"Annual Software Maint.","1 Offer",,,,,,,,,,,,,0.0452626797078884,0.133019616100575,0.239378526302655,0.339623452315956,0.40021821715203,0.389648724352904,0.360924918644077,0.424281711611978,0.8836938756065
"Annual Software Maint.","2 Offers",,,,,,,,,,,,,0.0173270300068894,0.047401115999549,0.0856233515129425,0.122443842436284,0.124816388293665,0.189748531011806,0.198717382102228,0.262568968689113,0.2813110627334
"Annual Software Maint.","3+ Offers",,,,,,,,,,,,,0.0526960380251464,0.117171728180065,0.271313289990376,0.362940871561202,0.313445293602166,0.380454419965326,0.403106560448886,0.891346577651872,1.1432942289787
"Annual Software Maint.","Unlabeled",,,,,,,,,,,,,0.00645473311264209,0.00949178155440298,0.00932129349524336,0.015926575755847,0.0124378157994586,0.261749177418528,0.385901892069019,0.37599379571758,0.4928222522069
"Software as a product","No Comp.",0.241363249461652,0.257586746453473,0.371880860663222,0.342641926390519,0.733153980184089,0.563979250998683,0.858448226613175,1.07351423414577,1.25859306556837,1.46468256311447,1.80346185516004,1.90537457523973,1.62380854666759,1.58523669065622,1.83676845249856,1.91398219455158,1.77459595258755,1.96118493570219,1.83366991849334,1.86801256632435,1.8545674775495
"Software as a product","1 Offer",0.113864875354924,0.0897030731678412,0.587303746229756,0.651284565248019,0.439234164101276,0.84274228748195,0.906778024476701,0.67455865082043,0.615020757232923,0.855171096004454,1.04506647783208,1.23437793189306,1.18157027046297,1.20038025289672,1.44887538367754,1.54556037081661,1.62291716074867,1.66729500944799,1.50704005472892,1.07941742186716,1.2832225980763
"Software as a product","2 Offers",0.290810670627999,0.358505009236157,0.404737303069932,0.331676996661754,0.179408790868993,0.14049174901502,0.269871870133538,0.19243347237107,0.193498356744186,0.291243678995908,0.482833670762024,0.565707901780976,0.688574385345275,0.58009821082794,0.746932319017699,0.682508634171803,0.664423191246021,0.701649388496916,0.58615506370737,0.878467450931742,1.0490935772917
"Software as a product","3+ Offers",0.870730463060062,0.600581535488278,0.783704205650057,1.2166726407239,0.634367251445832,0.743824902631752,1.06673552362096,0.988586881191127,1.20450302682881,1.27797787630838,1.55855648851689,1.67064946233661,1.6514982228931,1.29579531351438,1.50368885925608,1.66581817708984,1.92010563523108,1.96313766771581,1.57191594346034,2.76741270141822,2.775225901872
"Software as a product","Unlabeled",0.63565777369866,0.632188858275708,0.82032214330252,0.713543186995134,0.941089685149199,0.709355520412648,0.706587060897868,0.648995423933267,0.563260134214416,0.749436915755176,0.320844000207901,0.112167054305838,0.0766560665377196,0.0968603086221671,0.0475207004144911,0.0739102772460109,0.143178947744992,0.140873975809509,0.87654850639569,0.297158023754209,0.2555460012702
"Software Development Related","No Comp.",0.434838279360077,0.494726424930534,0.433245888169026,0.649375977098707,0.995209824524437,0.914489480099078,1.27570305910622,1.16327318201653,1.37011432680762,1.34955177961507,1.81746389575462,1.80987431766725,2.70985297794925,2.09743276052351,1.79897259188606,2.40683089631486,2.41443836125133,2.06331812518337,2.85055857767458,3.71705784623702,3.5814291927963
"Software Development Related","1 Offer",0.342963212477403,0.382565671225658,0.469772829805493,0.815750127917837,1.29075066523079,1.81033850235231,2.30804767108643,1.88944940927451,2.2165967388131,2.11104436668897,1.92683244257835,1.89402279818708,1.79395061569916,1.58907580986278,1.71373182505719,1.90255732511519,2.02322751742815,1.97957464119209,1.86476813102092,1.70186484477839,1.6802332632054
"Software Development Related","2 Offers",1.62531952112292,1.54091134209176,1.64423655766322,1.98051161575782,1.71059640213372,1.54622876616574,1.35609202247874,1.34379379868808,1.59324389239024,1.55719431077082,1.27843640218236,1.50784422708845,1.78463618869916,1.53140180973244,1.20123368712102,1.36995391774437,1.49775542053395,1.65424940982334,1.59631557159692,1.97085355366095,1.6469206791708
"Software Development Related","3+ Offers",1.34733858808553,1.55578644776212,1.50442822332899,2.36011738051328,1.94014222339207,2.07018568984361,1.79454109995864,2.03202821646489,2.71859628687715,3.30091265257703,3.97155668670068,3.7625628007997,3.73299265082478,3.73075516633206,4.36458516872522,4.83498654395016,5.50361748228652,5.32154891479919,4.77799471854986,6.75035475167769,7.2237292157059
"Software Development Related","Unlabeled",0.889191673114235,0.991946304219905,1.14471831584456,1.1014664084357,1.7046704347331,1.61385080257589,1.4390636372575,1.30003846253585,1.14579893648935,1.01743869868777,0.432208548175081,0.363759460724699,0.293045896621426,0.327686477878791,0.235584496277544,0.240807992794863,0.223550621860314,0.38212271303712,1.63058239387539,0.318245595071625,0.5273804125246
"Teleprocessing / Cloud Computing","No Comp.",0.0273436095981157,0.0331146972529843,0.018385055209513,0.0367296566105936,0.0347687836764866,0.0434697385325428,0.0404439814401889,0.0248593013422393,0.00924031980676976,0.0119648001068849,0.0217988833279628,0.0181534414020124,0.0093621699086003,0.0100975009865825,0.0976771216922566,0.085628120929071,0.034946039217542,0.0349821970313763,0.0427365679745992,0.0464776221691664,0.1242090737367
"Teleprocessing / Cloud Computing","1 Offer",0.00308269933784778,0.000208488566949518,0.00179528878822197,0.00689617108105102,0.0023654737985338,0.000897534106324111,0.000505779100983021,0.00163745788579595,0.00157531678485328,0.026034150379273,0.0233990632024108,0.0251752421778402,0.00842524235779079,0.00334160219855677,0.00379866726681416,0.00738631334273224,0.0066557661368706,0.0795750484101255,0.102751371642307,0.145568653976227,0.3133501353904
"Teleprocessing / Cloud Computing","2 Offers",0.0340836154865303,0.188015641944341,0.0324261622310306,0.0576179382733213,0.005321350480858,0.00201869529710145,0.00329391756542832,0.00147863117633901,7.17399245099233e-05,0.000950173316321618,0.00169565056617735,0.00203178271159471,0.00966170765346193,0.011476412244898,0.00854822303926991,0.00991877245595628,0.0100848057723877,0.0458641596043395,0.0502760178457214,0.0700763978491991,0.0598307062099
"Teleprocessing / Cloud Computing","3+ Offers",0.00139596790814073,1.58205091327485e-05,0.00398357870894677,0.000233161406923398,0.000209260114037469,0.00164210466258235,0.00257947019022086,0.00714995054144402,0.00253364503713625,0.00043593421112181,3.35627068862633e-05,0.00173144217678718,0.0144800361352624,0.0330119712834592,0.0497283875332965,0.0467302188147541,0.0670492958394153,0.113712483289194,0.194052490224859,0.233024202407816,0.5157201558843
"Teleprocessing / Cloud Computing","Unlabeled",0.00015015457088179,4.3146843089314e-05,0.000819667327293318,0.000415901570971778,0.00471659442519685,0.0173413522832675,0.0286470151604749,0.0146087771411706,0.00878549468367223,0.00483183446846413,0.00314830776464972,0.000673829794079794,0.0068501314395453,0.00128662124253016,0.00261780088528761,0.0017145595515847,0.00926235818581484,0.0124571199654329,0.0346493282421403,0.0169954224338333,0.0150978731052
