"principalnaicscode","StartCY","def6_HHI_lag1","def6_obl_lag1","def6_ratio_lag1","US6_avg_sal_lag1","annual_action_obligation","annual_count","naics_action_obligation","naics_count","naics_dollar_rank","naics_count_rank","principalnaicscodeText","principalNAICS2DigitCode","principalNAICS3DigitCode","principalNAICS4DigitCode","NAICS_shorthand","CY"
"54171",2008,475.495231877834,20629339427.3887,0.230719393436948,90565.694572245,23178964785.615,9471,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2007
"54171",2009,435.123532023848,25952451315.7683,0.230719393436948,90565.694572245,19129075932.4426,9372,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2008
"54171",2010,283.246520845141,23478351478.258,0.230719393436948,90565.694572245,16336900233.9843,8863,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2009
"54171",2011,331.468201156419,27282370979.9239,0.230719393436948,90565.694572245,13624199269.4037,7542,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2010
"54171",2012,264.167188186235,25806950304.2989,0.230719393436948,90565.694572245,9569344380.111,6678,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2011
"54171",2013,259.98512514726,26244029788.666,0.237029740277296,103987.791449063,7795542587.8277,5973,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2012
"54171",2014,210.618662567761,19063022756.0123,0.237029740277296,103987.791449063,5414506057.9401,5067,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2013
"54171",2015,227.51645264357,20732003269.5637,0.237029740277296,103987.791449063,2419624095.8524,3486,97468157343.1768,56452,2,29,"Research and Development in the Physical, Engineering, and Life Sciences",54,541,5417,"54171* R&D in
the Phys.,
Eng., & Life
Sciences",2014
"111110",2008,NA,NA,NA,NA,45265,3,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2007
"111110",2009,NA,NA,NA,NA,70080,2,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2008
"111110",2010,NA,NA,NA,NA,79015,3,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2009
"111110",2011,NA,NA,NA,NA,136482,4,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2010
"111110",2014,NA,NA,NA,NA,8533,1,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2013
"111110",2015,NA,NA,NA,NA,1.44,1,339376.44,14,1092,1072,"Soybean Farming",11,111,1111,"NA",2014
"111120",2008,NA,NA,NA,NA,4979,1,33796.07,5,1217,1160.5,"Oilseed (Except Soybean) Farming",11,111,1111,"NA",2007
"111120",2012,NA,NA,NA,NA,18914.32,1,33796.07,5,1217,1160.5,"Oilseed (Except Soybean) Farming",11,111,1111,"NA",2011
"111120",2014,NA,NA,NA,NA,4992,1,33796.07,5,1217,1160.5,"Oilseed (Except Soybean) Farming",11,111,1111,"NA",2013
"111120",2015,NA,NA,NA,NA,4910.75,2,33796.07,5,1217,1160.5,"Oilseed (Except Soybean) Farming",11,111,1111,"NA",2014
"111130",2011,NA,NA,NA,NA,1420.75,1,35200.75,4,1214,1179,"Dry Pea and Bean Farming",11,111,1111,"NA",2010
"111130",2013,NA,NA,NA,NA,6816,1,35200.75,4,1214,1179,"Dry Pea and Bean Farming",11,111,1111,"NA",2012
"111130",2015,NA,NA,NA,NA,26964,2,35200.75,4,1214,1179,"Dry Pea and Bean Farming",11,111,1111,"NA",2014
"111140",2008,NA,NA,NA,NA,1260000,1,5064062.21,8,851,1122,"Wheat Farming",11,111,1111,"NA",2007
"111140",2009,NA,NA,NA,NA,3799440,4,5064062.21,8,851,1122,"Wheat Farming",11,111,1111,"NA",2008
"111140",2013,NA,NA,NA,NA,4391,1,5064062.21,8,851,1122,"Wheat Farming",11,111,1111,"NA",2012
"111140",2015,NA,NA,NA,NA,231.21,2,5064062.21,8,851,1122,"Wheat Farming",11,111,1111,"NA",2014
"111150",2008,NA,NA,NA,NA,11956.43,2,43644.79,7,1203,1134.5,"Corn Farming",11,111,1111,"NA",2007
"111150",2009,NA,NA,NA,NA,23097,2,43644.79,7,1203,1134.5,"Corn Farming",11,111,1111,"NA",2008
"111150",2013,NA,NA,NA,NA,8064.36,2,43644.79,7,1203,1134.5,"Corn Farming",11,111,1111,"NA",2012
"111150",2015,NA,NA,NA,NA,527,1,43644.79,7,1203,1134.5,"Corn Farming",11,111,1111,"NA",2014
"111160",2008,NA,NA,NA,NA,36213.35,4,154086.7001,6,1141,1145,"Rice Farming",11,111,1111,"NA",2007
"111160",2013,NA,NA,NA,NA,115500,1,154086.7001,6,1141,1145,"Rice Farming",11,111,1111,"NA",2012
"111160",2015,NA,NA,NA,NA,2373.3501,1,154086.7001,6,1141,1145,"Rice Farming",11,111,1111,"NA",2014
"111191",2010,NA,NA,NA,NA,32142.0508,1,36404.0508,2,1211,1218.5,"Oilseed and Grain Combination Farming",11,111,1111,"NA",2009
"111191",2015,NA,NA,NA,NA,4262,1,36404.0508,2,1211,1218.5,"Oilseed and Grain Combination Farming",11,111,1111,"NA",2014
"111199",2014,NA,NA,NA,NA,10713.66,2,10713.66,2,1246,1218.5,"All Other Grain Farming",11,111,1111,"NA",2013
"111211",2012,NA,NA,NA,NA,68366,1,68366,1,1180,1252,"Potato Farming",11,111,1112,"NA",2011
"111219",2009,NA,NA,NA,NA,5375.25,1,5375.25,1,1258,1252,"Other Vegetable (Except Potato) and Melon Farming",11,111,1112,"NA",2008
"111310",2010,NA,NA,NA,NA,5366.25,1,5366.25,1,1259,1252,"Orange Groves",11,111,1113,"NA",2009
"111320",2015,NA,NA,NA,NA,2182.01,1,2182.01,1,1265,1252,"Citrus (Except Orange) Groves",11,111,1113,"NA",2014
"111335",2008,NA,NA,NA,NA,7300,1,16150,2,1234,1218.5,"Tree Nut Farming",11,111,1113,"NA",2007
"111335",2012,NA,NA,NA,NA,8850,1,16150,2,1234,1218.5,"Tree Nut Farming",11,111,1113,"NA",2011
"111336",2009,NA,NA,NA,NA,15270,1,15270,1,1236,1252,"Fruit and Tree Nut Combination Farming",11,111,1113,"NA",2008
"111339",2011,NA,NA,NA,NA,8021.3501,1,8021.3501,1,1253,1252,"Other Noncitrus Fruit Farming",11,111,1113,"NA",2010
"111419",2010,NA,NA,NA,NA,15922,1,68090.7698,4,1181,1179,"Other Food Crops Grown Under Cover",11,111,1114,"NA",2009
"111419",2011,NA,NA,NA,NA,33395.0098,2,68090.7698,4,1181,1179,"Other Food Crops Grown Under Cover",11,111,1114,"NA",2010
"111419",2015,NA,NA,NA,NA,18773.76,1,68090.7698,4,1181,1179,"Other Food Crops Grown Under Cover",11,111,1114,"NA",2014
"111421",2008,NA,NA,NA,NA,818941.7193,16,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2007
"111421",2009,NA,NA,NA,NA,2170450.9648,12,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2008
"111421",2010,NA,NA,NA,NA,346604.457,9,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2009
"111421",2011,NA,NA,NA,NA,514710.6688,13,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2010
"111421",2012,NA,NA,NA,NA,146642.4591,8,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2011
"111421",2013,NA,NA,NA,NA,486043.25,9,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2012
"111421",2014,NA,NA,NA,NA,641915.5837,5,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2013
"111421",2015,NA,NA,NA,NA,78619.31,3,5203928.4127,75,849,882.5,"Nursery and Tree Production",11,111,1114,"NA",2014
"111422",2008,NA,NA,NA,NA,43582.9504,5,344696.9711,12,1091,1085.5,"Floriculture Production",11,111,1114,"NA",2007
"111422",2009,NA,NA,NA,NA,7843.5,2,344696.9711,12,1091,1085.5,"Floriculture Production",11,111,1114,"NA",2008
"111422",2010,NA,NA,NA,NA,260099.1406,1,344696.9711,12,1091,1085.5,"Floriculture Production",11,111,1114,"NA",2009
"111422",2011,NA,NA,NA,NA,11972.54,1,344696.9711,12,1091,1085.5,"Floriculture Production",11,111,1114,"NA",2010
"111422",2012,NA,NA,NA,NA,21198.8401,3,344696.9711,12,1091,1085.5,"Floriculture Production",11,111,1114,"NA",2011
"111920",2009,NA,NA,NA,NA,23145.1797,1,23145.1797,1,1226,1252,"Cotton Farming",11,111,1119,"NA",2008
"111940",2008,NA,NA,NA,NA,24915.1099,2,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2007
"111940",2009,NA,NA,NA,NA,30392,3,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2008
"111940",2010,NA,NA,NA,NA,41946.45,3,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2009
"111940",2011,NA,NA,NA,NA,63160,3,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2010
"111940",2012,NA,NA,NA,NA,67689.8096,3,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2011
"111940",2013,NA,NA,NA,NA,175944,3,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2012
"111940",2014,NA,NA,NA,NA,40599,2,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2013
"111940",2015,NA,NA,NA,NA,11408,1,456054.3695,20,1069,1041,"Hay Farming",11,111,1119,"NA",2014
"111998",2008,NA,NA,NA,NA,1937686.7803,12,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2007
"111998",2009,NA,NA,NA,NA,480668.3798,7,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2008
"111998",2010,NA,NA,NA,NA,35373.8697,5,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2009
"111998",2011,NA,NA,NA,NA,36395.7598,4,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2010
"111998",2012,NA,NA,NA,NA,17688.96,2,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2011
"111998",2013,NA,NA,NA,NA,57946.39,5,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2012
"111998",2014,NA,NA,NA,NA,171588.0695,5,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2013
"111998",2015,NA,NA,NA,NA,147655.2402,6,2885003.4493,46,918,950.5,"All Other Miscellaneous Crop Farming",11,111,1119,"NA",2014
"112111",2009,NA,NA,NA,NA,1382850,1,1409878.52,3,990,1195.5,"Beef Cattle Ranching and Farming",11,112,1121,"NA",2008
"112111",2011,NA,NA,NA,NA,560,1,1409878.52,3,990,1195.5,"Beef Cattle Ranching and Farming",11,112,1121,"NA",2010
"112111",2015,NA,NA,NA,NA,26468.52,1,1409878.52,3,990,1195.5,"Beef Cattle Ranching and Farming",11,112,1121,"NA",2014
"112112",2010,NA,NA,NA,NA,138415.0488,2,274973.2084,11,1106,1094.5,"Cattle Feedlots",11,112,1121,"NA",2009
"112112",2011,NA,NA,NA,NA,93248.8401,3,274973.2084,11,1106,1094.5,"Cattle Feedlots",11,112,1121,"NA",2010
"112112",2012,NA,NA,NA,NA,26141.8195,4,274973.2084,11,1106,1094.5,"Cattle Feedlots",11,112,1121,"NA",2011
"112112",2013,NA,NA,NA,NA,5407.5,1,274973.2084,11,1106,1094.5,"Cattle Feedlots",11,112,1121,"NA",2012
"112112",2015,NA,NA,NA,NA,11760,1,274973.2084,11,1106,1094.5,"Cattle Feedlots",11,112,1121,"NA",2014
"112120",2008,NA,NA,NA,NA,62185,9,179150.9603,30,1133,1002,"Dairy Cattle and Milk Production",11,112,1121,"NA",2007
"112120",2009,NA,NA,NA,NA,55948,11,179150.9603,30,1133,1002,"Dairy Cattle and Milk Production",11,112,1121,"NA",2008
"112120",2011,NA,NA,NA,NA,23876.0203,5,179150.9603,30,1133,1002,"Dairy Cattle and Milk Production",11,112,1121,"NA",2010
"112120",2015,NA,NA,NA,NA,37141.94,5,179150.9603,30,1133,1002,"Dairy Cattle and Milk Production",11,112,1121,"NA",2014
"112210",2008,NA,NA,NA,NA,28420,2,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2007
"112210",2009,NA,NA,NA,NA,11585,2,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2008
"112210",2010,NA,NA,NA,NA,169465,7,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2009
"112210",2011,NA,NA,NA,NA,14875.0498,2,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2010
"112210",2012,NA,NA,NA,NA,87583.9707,2,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2011
"112210",2013,NA,NA,NA,NA,92977.8404,10,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2012
"112210",2014,NA,NA,NA,NA,95565,12,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2013
"112210",2015,NA,NA,NA,NA,124192,6,624663.8609,43,1048,963.5,"Hog and Pig Farming",11,112,1122,"NA",2014
"112320",2008,NA,NA,NA,NA,16397.5,3,37842.1002,5,1210,1160.5,"Broilers and Other Meat Type Chicken Production",11,112,1123,"NA",2007
"112320",2015,NA,NA,NA,NA,21444.6002,2,37842.1002,5,1210,1160.5,"Broilers and Other Meat Type Chicken Production",11,112,1123,"NA",2014
"112390",2008,NA,NA,NA,NA,11750,1,50386.1001,4,1196,1179,"Other Poultry Production",11,112,1123,"NA",2007
"112390",2010,NA,NA,NA,NA,11636.1001,2,50386.1001,4,1196,1179,"Other Poultry Production",11,112,1123,"NA",2009
"112390",2011,NA,NA,NA,NA,27000,1,50386.1001,4,1196,1179,"Other Poultry Production",11,112,1123,"NA",2010
"112420",2008,NA,NA,NA,NA,468942.28,11,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2007
"112420",2009,NA,NA,NA,NA,469402,13,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2008
"112420",2010,NA,NA,NA,NA,668595,13,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2009
"112420",2011,NA,NA,NA,NA,732303.4,14,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2010
"112420",2012,NA,NA,NA,NA,743544.5,14,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2011
"112420",2013,NA,NA,NA,NA,900004,16,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2012
"112420",2014,NA,NA,NA,NA,975839,12,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2013
"112420",2015,NA,NA,NA,NA,1270517.0035,27,6229147.1835,120,825,819.5,"Goat Farming",11,112,1124,"NA",2014
"112511",2008,NA,NA,NA,NA,186132.7899,10,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2007
"112511",2009,NA,NA,NA,NA,443554.5,10,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2008
"112511",2010,NA,NA,NA,NA,222849,10,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2009
"112511",2011,NA,NA,NA,NA,328502.5,9,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2010
"112511",2012,NA,NA,NA,NA,352038,14,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2011
"112511",2013,NA,NA,NA,NA,197489.84,8,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2012
"112511",2014,NA,NA,NA,NA,219472.94,12,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2013
"112511",2015,NA,NA,NA,NA,116401,9,2066440.5699,82,948,868.5,"Finfish Farming and Fish Hatcheries",11,112,1125,"NA",2014
"112512",2008,NA,NA,NA,NA,624802.11,3,705874.11,7,1035,1134.5,"Shellfish Farming",11,112,1125,"NA",2007
"112512",2010,NA,NA,NA,NA,9804,1,705874.11,7,1035,1134.5,"Shellfish Farming",11,112,1125,"NA",2009
"112512",2011,NA,NA,NA,NA,3468,1,705874.11,7,1035,1134.5,"Shellfish Farming",11,112,1125,"NA",2010
"112512",2014,NA,NA,NA,NA,20624,1,705874.11,7,1035,1134.5,"Shellfish Farming",11,112,1125,"NA",2013
"112512",2015,NA,NA,NA,NA,47176,1,705874.11,7,1035,1134.5,"Shellfish Farming",11,112,1125,"NA",2014
"112519",2008,NA,NA,NA,NA,10238.5,1,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2007
"112519",2009,NA,NA,NA,NA,19002,2,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2008
"112519",2010,NA,NA,NA,NA,149549.76,12,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2009
"112519",2011,NA,NA,NA,NA,106988.7,8,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2010
"112519",2012,NA,NA,NA,NA,309407.4288,8,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2011
"112519",2013,NA,NA,NA,NA,35306,1,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2012
"112519",2014,NA,NA,NA,NA,96106,2,726598.3888,34,1032,985.5,"Other Aquaculture (2007), Other Animal Aquaculture (2002)",11,112,1125,"NA",2013
"112910",2008,NA,NA,NA,NA,254960,1,270896.4502,4,1109,1179,"Apiculture",11,112,1129,"NA",2007
"112910",2009,NA,NA,NA,NA,12281.4502,2,270896.4502,4,1109,1179,"Apiculture",11,112,1129,"NA",2008
"112910",2011,NA,NA,NA,NA,3655,1,270896.4502,4,1109,1179,"Apiculture",11,112,1129,"NA",2010
"112920",2008,NA,NA,NA,NA,5300,1,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2007
"112920",2009,NA,NA,NA,NA,18888,2,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2008
"112920",2010,NA,NA,NA,NA,128401.5205,2,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2009
"112920",2011,NA,NA,NA,NA,45112,3,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2010
"112920",2012,NA,NA,NA,NA,17602,3,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2011
"112920",2013,NA,NA,NA,NA,22484,2,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2012
"112920",2015,NA,NA,NA,NA,23350,3,261137.5205,16,1111,1060,"Horses and Other Equine Production",11,112,1129,"NA",2014
"112930",2008,NA,NA,NA,NA,3219,1,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2007
"112930",2009,NA,NA,NA,NA,46060,2,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2008
"112930",2011,NA,NA,NA,NA,2233,1,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2010
"112930",2012,NA,NA,NA,NA,0,1,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2011
"112930",2013,NA,NA,NA,NA,0,1,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2012
"112930",2014,NA,NA,NA,NA,198566.8,3,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2013
"112930",2015,NA,NA,NA,NA,47257.2,1,297336,10,1102,1101.5,"Fur-Bearing Animal and Rabbit Production",11,112,1129,"NA",2014
"112990",2008,NA,NA,NA,NA,1339544.572,58,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2007
"112990",2009,NA,NA,NA,NA,1789669.9803,68,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2008
"112990",2010,NA,NA,NA,NA,8211429.7693,77,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2009
"112990",2011,NA,NA,NA,NA,3808024.6016,88,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2010
"112990",2012,NA,NA,NA,NA,2387916.9243,53,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2011
"112990",2013,NA,NA,NA,NA,2488713.8544,80,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2012
"112990",2014,NA,NA,NA,NA,1271839.1277,70,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2013
"112990",2015,NA,NA,NA,NA,2359204.3564,37,23656343.186,531,633,572,"All Other Animal Production",11,112,1129,"NA",2014
"113110",2008,NA,NA,NA,NA,109067,4,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2007
"113110",2009,NA,NA,NA,NA,37537.4002,2,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2008
"113110",2010,NA,NA,NA,NA,77105.8999,6,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2009
"113110",2011,NA,NA,NA,NA,449165.5418,9,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2010
"113110",2012,NA,NA,NA,NA,193196.1152,4,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2011
"113110",2013,NA,NA,NA,NA,24930.5,1,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2012
"113110",2014,NA,NA,NA,NA,127775.74,2,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2013
"113110",2015,NA,NA,NA,NA,73321.25,3,1092099.4471,31,1010,998.5,"Timber Tract Operations",11,113,1131,"NA",2014
"113210",2008,NA,NA,NA,NA,690285.4199,12,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2007
"113210",2009,NA,NA,NA,NA,463092.9121,10,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2008
"113210",2010,NA,NA,NA,NA,165865.4884,11,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2009
"113210",2011,NA,NA,NA,NA,87662.6002,4,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2010
"113210",2012,NA,NA,NA,NA,184540.1626,6,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2011
"113210",2013,NA,NA,NA,NA,146864.3,4,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2012
"113210",2014,NA,NA,NA,NA,178016.73,4,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2013
"113210",2015,NA,NA,NA,NA,96358.5,5,2012686.1132,56,956,921,"Forest Nurseries and Gathering of Forest Products",11,113,1132,"NA",2014
"113310",2008,NA,NA,NA,NA,1559875.8886,66,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2007
"113310",2009,NA,NA,NA,NA,671854.4388,101,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2008
"113310",2010,NA,NA,NA,NA,2540903.5903,129,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2009
"113310",2011,NA,NA,NA,NA,540852.1364,30,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2010
"113310",2012,NA,NA,NA,NA,952777.1709,11,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2011
"113310",2013,NA,NA,NA,NA,5062240.89,14,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2012
"113310",2014,NA,NA,NA,NA,103775.28,9,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2013
"113310",2015,NA,NA,NA,NA,53685.49,2,11485964.885,362,737,635.5,"Logging",11,113,1133,"NA",2014
"114111",2008,NA,NA,NA,NA,207099,2,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2007
"114111",2009,NA,NA,NA,NA,411118.4297,5,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2008
"114111",2010,NA,NA,NA,NA,10082.5,1,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2009
"114111",2011,NA,NA,NA,NA,8019.8599,1,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2010
"114111",2012,NA,NA,NA,NA,34179.7988,2,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2011
"114111",2013,NA,NA,NA,NA,23669,1,694168.5884,12,1040,1085.5,"Finfish Fishing",11,114,1141,"NA",2012
"114112",2008,NA,NA,NA,NA,357259,2,449318,4,1074,1179,"Shellfish Fishing",11,114,1141,"NA",2007
"114112",2009,NA,NA,NA,NA,62059,1,449318,4,1074,1179,"Shellfish Fishing",11,114,1141,"NA",2008
"114112",2010,NA,NA,NA,NA,30000,1,449318,4,1074,1179,"Shellfish Fishing",11,114,1141,"NA",2009
"114119",2008,NA,NA,NA,NA,36000,1,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2007
"114119",2009,NA,NA,NA,NA,5454417.9414,4,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2008
"114119",2010,NA,NA,NA,NA,56016.16,1,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2009
"114119",2012,NA,NA,NA,NA,7050,1,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2011
"114119",2014,NA,NA,NA,NA,66799.89,5,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2013
"114119",2015,NA,NA,NA,NA,20405,2,5640688.9914,14,837,1072,"Other Marine Fishing",11,114,1141,"NA",2014
"114210",2008,NA,NA,NA,NA,251368.4409,11,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2007
"114210",2009,NA,NA,NA,NA,242458.7803,11,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2008
"114210",2010,NA,NA,NA,NA,1663244.3491,16,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2009
"114210",2011,NA,NA,NA,NA,252106.7855,7,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2010
"114210",2012,NA,NA,NA,NA,29000,2,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2011
"114210",2013,NA,NA,NA,NA,269474.5,7,2914864.456,68,916,893.5,"Hunting and Trapping",11,114,1142,"NA",2012
