"OfficeSum","Funder","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Telecomm Div.","Army",0.0141975889220744,0.0433983015480896,0.218528196687348,0.191116105092333,0.0404030825012785,0.0896696389825469,0.112558790536699,0.243259916425295,0.373672189568492,0.414246949344571,0.402441580407522,0.206343135017377,0.256384969842989,0.521601075783876,0.328331081750989,0.269595194376084,0.7754385464139
"Telecomm Div.","Navy",0.0113345071952213,0.0312192821043478,0.110462303788587,0.149932915419411,0.0245998880253257,0.0599678858192104,0.0953874407950829,0.150065372552241,0.172198109583764,0.147418019547638,0.118703633672788,0.133446952676175,0.109363479336221,0.211476282890342,0.111292642062565,0.117637129313233,0.2854021007847
"Telecomm Div.","Air Force",0.0324319200390986,0.0270375004735178,0.157100299279331,0.27576924824332,0.0931977483127968,0.0815260469263361,0.0999386166479294,0.23357400244694,0.251563326306809,0.200566965835043,0.185076291653429,0.207624920795191,0.271892293088684,0.276142435061476,0.376916479622944,0.258679081219569,0.3572679380999
"Telecomm Div.","DISA",3.15532371945425,3.94316376295402,2.89019671565007,2.16208829276861,0.759027443647023,0.742329345604598,0.965172684544695,0.880016091601966,0.4592730564725,0.328779054258315,0.252335496626438,0.321594137968852,0.442951978473525,0.49453814542927,0.397376207066313,0.438746000754617,0.454637817189
"Telecomm Div.","Other DoD",0.119551736950176,0.0290703880003953,0.604102964245627,0.760620342064372,0.215368005393644,0.223864241267814,0.237925575772049,0.181190693220077,0.218012605381904,0.232827795399143,0.0879182001252212,0.0729314980995628,0.0988585492238224,0.233550661028185,0.119290619770872,0.0524528576134068,0.1671131826911
"Telecomm Div.","Other than DoD",0.0613979405376052,0.0518401524621871,0.0880904420584706,0.324821603255002,0.145170256536345,0.0643619668708474,0.0448556899687313,0.0555854924320814,0.0529874302367666,0.0414503500275116,0.0381938828443584,0.044861902472459,0.0611156404871684,0.0154862804470325,0.000756235132104934,0.00104411766023875,0.0158359140623
"IT Contracting PL83","Army",,,,-6.96681993289425e-07,0.0950338078241812,0.250345699373134,0.359322264820504,0.432418665881245,0.530251166406935,0.485770840761416,0.680550793295022,0.655062799408197,0.780622769583541,0.907031241648373,0.785133363997293,0.302992738092542,0.444020529144
"IT Contracting PL83","Navy",,,,-0.000285330947433826,0.111306624209789,0.136154879277564,0.141587207428691,0.136825101948988,0.121091405771501,0.141451159352013,0.190726877225553,0.206230547919344,0.25410082153438,0.254020788835035,0.272388202680408,0.229947110593307,0.2371467585943
"IT Contracting PL83","Air Force",,,,-1.81344484901205e-05,0.218322487274443,0.226982390208714,0.289141494337869,0.208607397560197,0.164166427107016,0.302653545748675,0.31501972724115,0.276376628075082,0.288261076635192,0.242572740828653,0.177880296771497,0.218826042935007,0.1541453920264
"IT Contracting PL83","DISA",,,,-0.0161224590936995,1.34943017538719,1.77486302380561,1.97706749454899,1.9283475282113,2.2912618817599,1.61021878407419,1.95787796270564,1.87609072666536,1.95867787245479,1.91140526930983,1.66763062815376,1.89448349852678,1.9727297401115
"IT Contracting PL83","Other DoD",,,,-0.000450403700136697,0.399431928936077,0.547833116890587,0.612214916573099,0.594073939923131,0.484449070496728,0.322880540575149,0.377528662352765,0.269696345263934,0.320770662584949,0.426697631169964,0.576332810173329,0.14000256595429,0.094478398025
"IT Contracting PL83","Other than DoD",,,,,0.0714185993818337,0.0357083130080645,0.0176392349493973,0.00454661871908272,0.000926933212309106,8.49733637388657e-05,0.00517463209070796,0.00871219283606557,0.00832767651553871,0.0155264722038928,0.0144324073536331,0.00894363670645852,0.0058848603124
"IT Contracting PL84","Army",,,,,,,,,,,,,,,0.184685349705392,0.666189896846444,0.711824290958
"IT Contracting PL84","Navy",,,,,,,,,,,,,,,0.0627034101992505,0.0871415285399449,0.0846935194233
"IT Contracting PL84","Air Force",,,,,,,,,,,,,,,0.0556167465488236,0.0688581316113662,0.091804917896
"IT Contracting PL84","DISA",,,,,,,,,,,,,,,0.19203241116979,0.700363844553821,0.871397112432
"IT Contracting PL84","Other DoD",,,,,,,,,,,,,,,0.0761305628317718,0.0429110861435568,0.1403842125866
"IT Contracting PL84","Other than DoD",,,,,,,,,,,,,,,0,2.43883277216611e-05,-6.39002734e-05
"DITCO OCONUS","Army",,0.00517175230566535,0.060612931952764,0.0611479659306574,0.178893164321807,0.0583478809474001,0.323637174407925,0.0220604721319761,0.156984983311287,0.113983820463863,0.0481267952876106,0.0139344212244809,0.0371148254678939,0.156003529870879,0.097228682539975,0.199972642906234,0.1186685499867
"DITCO OCONUS","Navy",,0.00172317259552042,0.0151495470888548,0.0350467538874115,0.04282854959418,0.0364665020297304,0.0413867043851295,0.0334485462987013,0.0301305331656907,0.0290027520033826,0.0421604019673673,0.0328925115479781,0.0268839162475365,0.0223420421598596,0.0287788053156361,0.0506273556284053,0.0315858156542
"DITCO OCONUS","Air Force",,0.00208864163372859,0.0129290388446317,0.00945045219311545,0.0144518884052112,0.0655501397038998,0.0316217924177109,0.031135951014742,0.0212407014029165,0.0141467081972037,0.0163717677432522,0.0086941637231694,0.0300039749676232,0.0614798217531376,0.0316388892829482,0.055081023959596,0.0458153419104
"DITCO OCONUS","DISA",0.211550989682324,0.347806376811594,0.114682567677391,0.0965705821867777,0.0775874782959941,0.0984668136221714,0.340866907234276,0.464067230039897,0.0836144365202664,0.148690497311084,0.151005576855531,0.0524942912170492,0.21411328234954,-0.00179243252478197,0.199364066874141,0.471114601183757,0.0997190673319
"DITCO OCONUS","Other DoD",0.000580384112815639,0.00011237812911726,0.0889794216775182,0.0695028027241208,0.0328809072099111,0.0170932117081127,0.00739860300560926,0.118192998603019,-0.0206561151399701,0.0264058430939227,0.116281145553097,0.00951063984251366,0.0065908860205739,-0.0373164165664752,0.0386576199858422,0.0150155861933476,0.007391452817
