"OfficeSum","Vehicle.sum7","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Telecomm Div.","Definitive",0.208047215585121,0.237216919631094,0.318433188973573,0.245249974333292,0.108826626478388,0.0599609493901059,0.0888750346042487,0.132099130136422,0.064363156802618,0.0943392275341076,0.103281421393805,0.140185424175519,0.294272141323768,0.320167837010742,0.382233225402353,0.333465089008264,0.3172467222894
"Telecomm Div.","Pur. Order",0.075140086885691,0.0986594571805007,0.146303990034853,0.205851296274264,0.109043999806526,0.116280345545378,0.166992853225564,0.166769627264537,0.0949562816126995,0.0905414083119856,0.074521659755531,0.0989947647038251,0.103453674547158,0.0604689138789619,0.0555886825755778,0.0680422403611876,0.1036874246158
"Telecomm Div.","Single-Awd.",1.44669132772197,1.85050596350567,1.1771169261546,1.29731340082316,0.41953991692037,0.435028814624819,0.559465923949039,0.552942772842401,0.473478353940292,0.391002631340625,0.23335354360531,0.276847167701202,0.299888973958094,0.371742749388003,0.281791532706017,0.241335125059994,0.1287612145206
"Telecomm Div.","Multi-Awd.",1.14870955885257,1.36846550321173,1.77825195358764,1.44842885425786,0.60789174518702,0.649570631441261,0.690467518023034,0.533259171531181,0.449211149441038,0.346179873604127,0.290144326308407,0.140267170013115,0.193443443672875,0.635459499600936,0.239454781820529,0.116746239816855,1.0948375676634
"Telecomm Div.","FSS or GWAC",0.469417284058512,0.56195592741278,0.626227840665262,0.666513747825277,0.0324551783107269,0.000878384469788156,0.0500374684633011,0.35862086690406,0.444933557814789,0.440363510023678,0.369138151547345,0.318846057401858,0.286811238846345,0.287834473420868,0.282072082490214,0.21265085100806,0.169945352476
"Telecomm Div.","BOA or BPA",0.000345426282921531,0.000214188405797101,0.000375187747350951,0.000231365055300112,,,,,0.000764217938798944,0.00286248359769985,0.0142299827193584,0.0116619630340984,0.0626974381041689,0.0771214073406722,0.0928229604110972,0.141434922702173,0.1813986455917
"Telecomm Div.","Unlbd. IDV",0.0458865137116481,0.00871142819499341,0.0217718345461509,0.000759868273890891,8.95771338122489e-06,,,,,,,,,,,0.0244799129806142,0.059818572084
"IT Contracting PL83","Definitive",,,,0,0.139709006555583,0.184677623585099,0.350881124188686,0.414278786496197,0.457116273379378,0.419286429676401,0.275001057068584,0.190089993474426,0.136865732391554,0.155172848943629,0.128504474670623,0.134313982515458,0.1269793408068
"IT Contracting PL83","Pur. Order",,,,-2.43673423636138e-05,0.0618857497654937,0.120375686497593,0.132777654069698,0.176185331201123,0.0845308262391779,0.0928424444704025,0.17305804996958,0.145581977836503,0.097907704828262,0.0937713889244842,0.0834594956236727,0.0661701955573921,0.0653828261123
"IT Contracting PL83","Single-Awd.",,,,0.00396473295836958,0.870031874880068,1.17385776831596,1.246057245781,1.11448682420697,1.14080115629326,0.609569027888037,1.05707200644403,1.15373752068328,1.51252722173568,1.47356796351829,1.2554617576319,0.94522282612111,1.0470411673982
"IT Contracting PL83","Multi-Awd.",,,,-0.0207682289366223,0.564882508750883,0.820405181745908,0.934816007561046,0.925296233135954,1.17715892590033,0.855252393475251,0.87639706262854,0.695917751141967,0.622719870372279,0.585759704327377,0.510915700548615,0.333807771276502,0.3062858507657
"IT Contracting PL83","FSS or GWAC",,,,-4.91615511370697e-05,0.608434483061488,0.672425977800794,0.731048638664876,0.650211048222066,0.681676934983925,0.775279540240275,0.865733154031858,0.713398418163716,0.894149527304602,1.00842186666847,1.09872350359192,1.13973939363228,1.1121961080608
"IT Contracting PL83","BOA or BPA",,,,,,,0.00137432811946533,0.024329581971452,0.033143621213687,0.101341989712369,0.270012802224004,0.388764778858907,0.346590822676015,0.440491057105935,0.41673277706319,0.172063430270993,0.2500010892182
"IT Contracting PL83","Unlbd. IDV",,,,,,0.000145184618319692,1.76142737796873e-05,3.14470101790102e-05,0.017719146744632,0.00948801841244785,0.00960452254424779,0.00467880000918033,,6.93145075515848e-05,,0.00387799343464953,0.0005192958516
"IT Contracting PL84","Definitive",,,,,,,,,,,,,,,0.0170037925352904,0.0546480444687277,0.0696815311434
"IT Contracting PL84","Pur. Order",,,,,,,,,,,,,,,0.00727606758806996,0.00696291086562596,0.0040624431401
"IT Contracting PL84","Single-Awd.",,,,,,,,,,,,,,,0.426275952577348,0.6986711598241,0.5344440741226
"IT Contracting PL84","Multi-Awd.",,,,,,,,,,,,,,,-0.00204306088694566,-0.00168070266738088,0.0048770375056
"IT Contracting PL84","FSS or GWAC",,,,,,,,,,,,,,,0.0825161323315636,0.239985854320273,0.254675975039
"IT Contracting PL84","BOA or BPA",,,,,,,,,,,,,,,0.0401395963097023,0.250359977960514,0.5416454092928
"IT Contracting PL84","Unlbd. IDV",,,,,,,,,,,,,,,,0.316541631250995,0.490653682779
"DITCO OCONUS","Definitive",0.0192591379310345,0.0109522424242424,0.0131253283159709,0.01103290974127,0.0169777732544746,0.0216083689974723,0.00899283068564268,0.0162428473286533,0.00848507573728327,0.00953690410418311,0.0132080556084071,0.0239979346963934,0.0385384418720087,0.0559546178994895,0.0336211336143036,0.0244631079516376,0.0296391868664
"DITCO OCONUS","Pur. Order",0.00255634664336139,0.00456420289855072,0.020227295717988,0.0788075513595129,0.182973947249361,0.0401560190081849,0.499009163714166,0.0729374443756874,0.182385813216902,0.240250244097418,0.0642314273008849,0.0300175489187978,0.160168911618733,0.0541259864097001,0.113792152553612,0.203628283849403,0.0653697687246
"DITCO OCONUS","Single-Awd.",0.0782869264186804,0.200894770750988,0.155692378495851,0.155645313869392,0.109188581315962,0.20088033068416,0.216275681131519,0.446410312999649,0.0485097060692387,0.0560299046714398,0.269114862953429,0.0451450373630601,0.0902192732913914,0.0267509649731972,0.0918312889240058,0.445681056102337,0.0942734940773
"DITCO OCONUS","Multi-Awd.",0.0323922033668205,0.134125177865613,0.0971529291937955,0.0350331824236361,0.0426227595035919,0.0207213946949928,0.0156225604298842,0.127354183250146,0.0222462464919049,0.0208216603019506,0.0176302402404867,0.00862787048513661,0.00604299782587981,0.0350267468661987,0.143126303944618,0.0943439659258239,0.0885960325032
"DITCO OCONUS","FSS or GWAC",0.00310672549551996,0.00544114361001318,0.0161234471118345,0.00644329245731328,0.00531069719895288,0.00982914388023592,0.0114093737184628,0.00903448434795835,0.00597657907658744,0.00202964869974067,0.00715672790763274,0.00758673333387978,0.0126041587994586,0.0241974302594129,0.0081683763958984,0.0186577852995613,0.0186998587056
"DITCO OCONUS","BOA or BPA",0.0621132256312788,,,,,,0.00197666557178661,0.00225539054393354,0.00395510272028936,0.00371292229090089,0.0027928796460177,0.00213074413519126,0.00717648808965891,0.00466203021399702,0.0051370680391422,0.00506122892459953,0.0066586311825
"DITCO OCONUS","Unlbd. IDV",0.0295495492804779,0.0253395955204216,0.00200183199285076,-3.75394556977756e-05,,,,,,,,,,,,,
"DISA Fort Meade","Definitive",0.517047339125713,0.31884223715415,0.133930715294268,0.270926805762147,0.345333175355656,0.256540539070414,0.153787110831603,0.172499233300573,0.175649815154553,0.110508340630285,0.237341397179204,0.385899819012022,0.165627155629453,0.132568953073389,0.142863022290235,0.0646218018999082,0.051215409102
"DISA Fort Meade","Pur. Order",0.0267520458865056,0.0282646029932806,0.0191363795201072,0.0213877350564185,0.0205848156341166,0.0179343030211844,0.0296145193971834,0.0129963131546742,0.0173092007213228,0.0107926458225279,0.0126651894800885,0.00928568317759563,0.00343296706258798,0.00168578198957669,0.000836879979491984,0.00146137080338741,0.003715540042
"DISA Fort Meade","Single-Awd.",0.554640913945018,0.0772372483530962,0.0929136244095493,0.185209936300236,0.167160991532205,0.170244609959918,0.225985314921709,0.177815367014274,0.11670988301596,0.149902786286165,0.118243217597456,0.154759266954536,0.0733572805652409,0.037309671603595,0.0427604276647928,0.0543483179425569,0.0408126789584
"DISA Fort Meade","Multi-Awd.",0.207392180393837,0.177694048748353,0.168092623074556,0.199069732380266,0.172266177247413,0.251842681037795,0.246112356207423,0.237805802608869,0.287280710355724,0.264018409485286,0.269153282931195,0.270001920259235,0.226578912293341,0.229317565157307,0.1668818642868,0.119579457631568,0.083694283331
"DISA Fort Meade","FSS or GWAC",0.185752826500136,0.149281040843215,0.136100417045704,0.0930524210258482,0.154598322990259,0.161755503951011,0.152880078509607,0.126704985591202,0.122979245585716,0.100969810933589,0.129991069108628,0.12487800039541,0.165510661051002,0.116195449423314,0.152824157216531,0.216607990539843,0.2352767050322
"DISA Fort Meade","BOA or BPA",5.91718707575346e-05,,,,,,,,0.00059019405212998,0.003419064888939,0.00214720171526549,0.00221147749868852,0.00360356247190038,0.00273598406583706,0.00397501489954195,0.0160240204621977,0.0147775406761
"DISA Fort Meade","Unlbd. IDV",0.0395334577789845,-1.17549407114625e-05,-1.87437763309077e-05,1.10699639617249e-05,,0.000121106115792008,6.82499128774317e-06,,,,,,,,,0.0266370913016019,0.034041124606
"J7 White House Comm.","Definitive",,,,,,,,,,,1.80149336283186e-05,,,,,,
"J7 White House Comm.","Pur. Order",,,,,,,,,,,0.00157025223451327,0.00287220325081967,0.00194158311218192,0.00238556877111253,0.0014708130649594,0.0014019116271809,0.0010209389736
"J7 White House Comm.","Multi-Awd.",,,,,,,,,,,,,,,,,1.1e-05
"J7 White House Comm.","FSS or GWAC",,,,,,,,,,,0.0189880728878319,0.0584707432684153,0.0402238297095831,0.0348502727587747,0.028695534729544,0.04063168807387,0.0428807682574
"J7 White House Comm.","BOA or BPA",,,,,,,,,,,,,,,,0.000297588862156923,0.0003669642738
"J7 White House Comm.","Unlbd. IDV",,,,,,,,,,,,6.21973781420765e-06,,,,,
