"CSIScontractID","Action_Obligation_Then_Year","IsClosed","Term","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","StartFY","Agency","Office","ProdServ","NAICS","UnmodifiedDays","qDuration","Ceil","UnmodifiedContractBaseAndAllOptionsValue_Then_Year","UnmodifiedCurrentCompletionDate","SumOfisChangeOrder","ChangeOrderBaseAndAllOptionsValue","qNChg","CBre","qCRais","Where","Intl","PSR","UnmodifiedNumberOfOffersReceived","Offr","Comp","EffComp","Urg","Veh","FxCb","Fee","UCA","b_Term","j_Term","b_CBre","j_CBre","pChangeOrderUnmodifiedBaseAndAll","pChange3Sig","CRai","n_CBre","qHighCeiling","ceil.median.wt","UnmodifiedYearsFloat","UnmodifiedYearsCat","Dur.Simple","n_Fixed","n_Incent","n_NoFee","Pricing","PricingFee","b_Comp","n_Comp","q_Offr","nq_Offr","CompOffr","cb_Comp","cn_Comp","cn_Offr","cl_Offr","b_Urg","NoComp","b_Intl","b_UCA","SIDV","MIDV","FSSGWAC","BPABOA","StartCY","cl_Ceil","NAICS5","NAICS4","NAICS3","NAICS2","c_def6_HHI_lag1","cl_def6_HHI_lag1","c_def5_HHI_lag1","cl_def5_HHI_lag1","c_def4_HHI_lag1","cl_def4_HHI_lag1","c_def3_HHI_lag1","cl_def3_HHI_lag1","c_def2_HHI_lag1","cl_def2_HHI_lag1","def6_HHI_lag1","def6_obl_lag1","def6_ratio_lag1","US6_avg_sal_lag1","def5_HHI_lag1","def5_obl_lag1","def5_ratio_lag1","US5_avg_sal_lag1","def4_HHI_lag1","def4_obl_lag1","def4_ratio_lag1","US4_avg_sal_lag1","def3_HHI_lag1","def3_obl_lag1","def3_ratio_lag1","US3_avg_sal_lag1","def2_HHI_lag1","def2_obl_lag1","def2_ratio_lag1","US2_avg_sal_lag1","capped_def6_ratio_lag1","cl_def6_ratio_lag1","capped_def5_ratio_lag1","cl_def5_ratio_lag1","capped_def4_ratio_lag1","cl_def4_ratio_lag1","capped_def3_ratio_lag1","cl_def3_ratio_lag1","capped_def2_ratio_lag1","cl_def2_ratio_lag1","cl_def6_obl_lag1","cl_def5_obl_lag1","cl_def4_obl_lag1","cl_def3_obl_lag1","cl_def2_obl_lag1","cl_US6_avg_sal_lag1","cl_US5_avg_sal_lag1","cl_US4_avg_sal_lag1","cl_US3_avg_sal_lag1","cl_US2_avg_sal_lag1","cl_Days","ObligationWT_Then_Year","l_Offr","ChangeOrderCeilingGrowth","l_CBre","qGrowth","Why_Outlier"
18684143,374042,0,0,2008-12-23,2008-09-30,2008-12-19,2008,"1700","N62789","1904",336611,27,"[0 months,~2 months)","[0,15k)",7842,2008-10-26,8,366200,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Cost","Fixed Fee","UCA",0,0.0236562267295085,1,0.970248708385043,46.6972711043101,46.697,"[ 0.150,   Inf]",58.2558020913032,"[0.00e+00,1.50e+04)",3537.6001,0.0739219712525667,0,"<~1 year",0,0,0,"Cost-Based","Other CB",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,1,1,0,0,0,2008,0.069804568978799,33661,3366,336,"31-33",-0.0357225903876009,0.195481754867886,-0.0123921815621057,0.225196546275342,0.053722547242424,0.292834290934183,-0.163022029358051,-0.0377762585619877,-0.400355279987805,-0.499852818435833,1904.87902618004,7937017725.0835,0.43817376104581,49266.4907116029,1794.2638534217,8180410075.9266,0.280080472738669,44232.3575156851,1794.2638534217,8180410075.9266,0.280080472738669,44232.3575156851,422.621299372492,80763067003.6125,0.108269120230084,55404.0043050236,147.556861750315,142719350885.988,0.0268296875686396,45818.4299852116,0.43817376104581,1.08762189225985,0.280080472738669,1.02091550226811,0.280080472738669,1.09088783476372,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,0.65018312435912,0.532537780577025,0.493203317767516,0.835756204788691,0.436090259051676,-0.233679360132636,-0.376959102100334,-0.3777972099516,0.0826743494233439,-0.234371166585511,0.0712181949110375,374042,0,449000,4.06484369420304,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
24882044,724492.1987,0,0,2010-01-17,2008-10-25,2013-03-08,2009,"2100","W912PL","Z299",238990,67.0416666666667,"[~2 months,~7 months)","[0,15k)",5324,2008-12-30,5,227036.6875,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Services",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0412824942497537,1,0.994589562446345,42.6440059166041,42.644,"[ 0.150,   Inf]",43.6440059166041,"[0.00e+00,1.50e+04)",3537.6001,0.183550079853981,0,"<~1 year",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2008,-0.00755445619321313,23899,2389,238,"23",-0.505946408903054,-1.0521339967169,-0.480428480081798,-0.984424936967341,-0.451255532545261,-0.970065890202893,-0.41082280840072,-1.52231421925488,-0.595141986483814,-1.54064656516813,121.421853524694,714690502.4201,0.018323809434467,39233.282885341,121.421853524694,714690502.4201,0.018323809434467,39233.282885341,106.935511380614,899319172.6207,0.0073603983475992,41450.5250757421,28.1159835387154,2123682271.7057,0.00293777760231957,41994.8747572707,33.4740863362182,23861182058.6895,0.0137779222359409,45242.189704001,0.018323809434467,-0.131937598236746,0.018323809434467,-0.15006888819129,0.0073603983475992,-0.188637795816628,0.00293777760231957,-0.308065343680752,0.0137779222359409,-0.173387004402668,0.0521736654459074,-0.0628710476394067,-0.141024496719694,-0.298017180976266,-0.166027349220719,-0.549059848654346,-0.539978414017307,-0.471346099597666,-0.428831992545968,-0.262543547209198,0.311817438748681,724492.1987,0,227036.6875,3.77606595135796,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
25566681,784.58,0,0,2013-09-30,2013-09-17,2013-09-17,2013,"2100","W91242","2330",238210,NA,NA,"[0,15k)",0,NA,1,784.58,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",5,"5+","Comp.","2+ Offers","Not Urgency","Def/Pur","Fixed","FFP or No Fee","Not UCA",0,0.0425172209972516,1,0.974337140680291,Inf,Inf,"[ 0.150,   Inf]",Inf,"[0.00e+00,1.50e+04)",3537.6001,NA,NA,NA,1,0,1,"FFP","FFP",1,"1","5+",4,"5+ offers",0.163698561686023,0.312512698756295,0.580160289614247,0.263784510510273,0,"Any Comp.",0,0,NA,NA,NA,NA,2013,NA,23821,2382,238,"23",-0.416856541556518,-0.44916164855605,-0.38588948415241,-0.386828771725336,-0.435379411383445,-0.789664205469271,-0.220952421168418,-0.172631599409155,-0.592852833983084,-1.51309378823617,459.320438568131,502975383.2545,0.00404958378550464,51292.6769262093,459.320438568131,502975383.2545,0.00404958378550464,51292.6769262093,159.983812426221,1049823284.1163,0.00351718373369458,51130.3433848179,330.394601757519,2919180020.5958,0.00484438257170761,44855.8929162353,34.8147983146033,26644290451.8111,0.0194992404986724,48071.3158529236,0.00404958378550464,-0.173400666870839,0.00404958378550464,-0.213925506814995,0.00351718373369458,-0.206669074274189,0.00484438257170761,-0.282557391748656,0.0194992404986724,0.00218280830649551,-0.0350914096018838,-0.148680031903695,-0.0965742701049837,-0.198876191369042,-0.128888935320506,-0.177860292921222,-0.17566229328734,-0.169083008954841,-0.307173651763193,-0.127527413286649,NA,784.58,1.6094379124341,784.58,Inf,"[1.00e+01,     Inf]","No Unmodified Ceiling"
18783644,15001.04,0,0,2011-11-02,2011-08-05,2011-09-20,2011,"1700","N00164","J066",811219,46,"[0 months,~2 months)","[0,15k)",825,2011-09-19,2,14176.04,"   2","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Services",3,"3-4","Comp.","2+ Offers","Not Urgency","M-IDC","Fixed","FFP or No Fee","Not UCA",0,0.00445719161070883,1,0.977567840903066,17.1830787878788,17.183,"[ 0.150,   Inf]",18.1830787878788,"[0.00e+00,1.50e+04)",3537.6001,0.125941136208077,0,"<~1 year",1,0,1,"FFP","FFP",1,"1","3-4",3,"3-4 offers",0.163698561686023,0.312512698756295,0.234849815339911,0.019473994094213,0,"Any Comp.",0,0,0,1,0,0,2011,-0.380017496137744,81121,8112,811,"81",-0.271406532501027,-0.0916193529759581,-0.313771753455093,-0.186754587331653,-0.268653023821288,-0.117885981428541,-0.165426478831493,-0.042760380116588,-0.0359025436069847,0.127869120943885,1010.9808430363,532147777.2091,0.068892310311088,54376.764746512,717.081576388636,1371726195.9642,0.0207548282491912,31774.2075660365,717.081576388636,1371726195.9642,0.0207548282491912,31774.2075660365,418.793352977041,2331568168.8151,0.0207548282491912,31774.2075660365,361.009722171453,2522958673.4762,0.00736186968124909,28491.7952257121,0.068892310311088,0.0149512960636585,0.0207548282491912,-0.139193577324239,0.0207548282491912,-0.125794910472138,0.0207548282491912,-0.069695844613518,0.00736186968124909,-0.370276094229593,-0.0210866052544502,0.0963775618382585,-0.0197473632771443,-0.268915505733042,-0.922389722436705,-0.0969941387411593,-0.826609312949003,-0.854213749696248,-0.943639564224109,-1.29185218187614,0.212169866728388,15001.04,1.09861228866811,14176.04,2.90049142467956,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
25871083,12548.3,0,0,2013-08-31,2013-07-30,2013-07-30,2013,"1700","N0622A","U005",611310,NA,NA,"[0,15k)",0,NA,2,12548.3,"   2","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Services",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0404263556003571,1,0.954311497916933,Inf,Inf,"[ 0.150,   Inf]",Inf,"[0.00e+00,1.50e+04)",3537.6001,NA,NA,NA,1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2013,NA,61131,6113,611,"61",NA,NA,NA,NA,NA,NA,-0.226233190729131,-0.186750447980381,-0.102529729649792,0.0476106964417064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321.987478618346,1895934287.2343,0.0355307992942375,26907.127755965,321.987478618346,1895934287.2343,0.0355307992942375,26907.127755965,NA,NA,NA,NA,NA,NA,0.0355307992942375,0.127987873418574,0.0355307992942375,0.494142466189518,NA,NA,NA,-0.333366812753545,-1.01857375378752,NA,NA,NA,-1.2505453632376,-1.41923183194554,NA,12548.3,0,26691.95,Inf,"[1.00e+01,     Inf]","No Unmodified Ceiling"
18403891,2690576.5537,1,0,2009-12-31,2008-05-07,2010-03-02,2008,"97F5","HQ0034","7110",337214,390,"(~1 year,~2 years]","[0,15k)",2625,2009-05-31,4,215244.3584,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","M-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0218112322036177,1,0.957706109900027,81.9978508190476,81.998,"[ 0.150,   Inf]",82.9978508190476,"[0.00e+00,1.50e+04)",3537.6001,1.06776180698152,1,"(~1 year,~2 years]",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,0,1,0,0,2008,-0.148810199286811,33721,3372,337,"31-33",-0.419926598006642,-0.460798687035771,-0.427174486589632,-0.560883372829403,-0.389956105595569,-0.490896914382948,-0.312105799147259,-0.489485332477519,-0.400355279987805,-0.499852818435833,447.676378907952,366895626.1396,0.0408668630103476,47941.5277432197,311.760759412329,466083580.6787,0.0174627764184453,40274.0807547224,311.760759412329,466083580.6787,0.0174627764184453,40274.0807547224,185.276041970157,717366913.7692,0.00843473061355713,34159.0462865849,147.556861750315,142719350885.988,0.0268296875686396,45818.4299852116,0.0408668630103476,-0.0664556449157452,0.0174627764184453,-0.153920771878621,0.0174627764184453,-0.141240288682904,0.00843473061355713,-0.23452309689397,0.0268296875686396,0.22713187774248,-0.113452693486166,-0.167286497727979,-0.329832174112462,-0.636219938172545,0.436090259051676,-0.271436114257251,-0.504388995131926,-0.512812622450926,-0.810047156022652,-0.234371166585511,0.777639817385049,2690576.5537,0,215244.3584,4.41881471371493,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
24540632,2631093,0,0,2013-06-30,2009-04-15,2012-08-15,2009,"2100","W52P1J","F110",562910,169,"[~2 months,~7 months)","[15k,100k)",16298,2009-09-30,8,2485289,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Services",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0277803459903225,1,0.95030224166112,152.490428273408,152.49,"[ 0.150,   Inf]",153.564056939502,"[1.50e+04,1.00e+05)",31190.251572327,0.462696783025325,0,"<~1 year",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2009,0.215935238122082,56291,5629,562,"56",-0.425735140346174,-0.483668510452352,-0.395311137139826,-0.421027965779032,-0.362200408470414,-0.37427459769764,-0.139062950302016,0.0095573627773667,0.779644999678152,0.719254273138592,425.645834962271,2398481858.0429,0.206520771147571,44673.7865073463,425.645834962271,2398481858.0429,0.206520771147571,44673.7865073463,404.503348223456,2460206062.5542,0.127842558169942,41232.2197639537,460.764779334917,3487819670.6043,0.0452523217756092,43623.2493105993,838.660014092285,19708862517.5512,0.0285176751497828,29407.0208092807,0.206520771147571,0.414727680296633,0.206520771147571,0.691841692865512,0.127842558169942,0.37663049939257,0.0452523217756092,0.25804949192008,0.0285176751497828,0.278931069793583,0.352922170267691,0.232859216771955,0.148062286910736,-0.1434166506438,-0.23038709131744,-0.369207387726559,-0.363461093732426,-0.478951104560609,-0.358609095632774,-1.22147378288785,0.556413175491087,2631093,0,2486489,5.03411778903017,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
27233064,12734.02,0,0,2014-07-24,2014-01-13,2014-07-24,2014,"1700","N00104","1140",811310,90.9583333333333,"[~2 months,~7 months)","[0,15k)",1080,2014-04-13,1,11654.02,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","Def/Pur","Fixed","FFP or No Fee","Not UCA",0,0.0126653810613789,1,0.965072554640938,10.7907592592593,10.791,"[ 0.150,   Inf]",11.7907592592593,"[0.00e+00,1.50e+04)",3537.6001,0.249030344512891,0,"<~1 year",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,NA,NA,NA,NA,2014,-0.326216822640334,81131,8113,811,"81",-0.322834225686966,-0.188763558567566,-0.286116349428927,-0.128752426287438,-0.239070970167371,-0.0600571239785847,-0.201859544474704,-0.124421618132278,-0.0915924891267137,0.0614316825862605,815.926733324993,365585938.686,0.0181327751748556,48831.1543897572,815.926733324993,365585938.686,0.0181327751748556,48831.1543897572,815.926733324993,365585938.686,0.0181327751748556,48831.1543897572,360.790960394196,1911104150.9655,0.0204646242990081,34564.0947909845,328.393207103056,2001568390.1232,0.00718920541811265,31534.4941617058,0.0181327751748556,-0.132492505158671,0.0181327751748556,-0.150923491597462,0.0181327751748556,-0.138096843583756,0.0204646242990081,-0.0735784047298647,0.00718920541811265,-0.375574633997586,-0.114340980705087,-0.226607257612515,-0.399596959793397,-0.330883414822255,-1.0003215376913,-0.24597172032677,-0.242510678816148,-0.235345475136929,-0.788287760322706,-1.06599463895161,0.392527248400831,12734.02,0,11654.02,2.46731611105587,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
60444514,312.14,0,0,2015-12-02,2015-01-16,2015-01-20,2015,"97AS","SP4520","S222",562211,NA,NA,"[0,15k)",0,NA,2,312.14,"   2","Ceiling Breach","[ 0.150,   Inf]","GBR","Any Intl.","Services",6,"5+","Comp.","2+ Offers","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.000717964745126665,1,0.964523933571763,Inf,Inf,"[ 0.150,   Inf]",Inf,"[0.00e+00,1.50e+04)",3537.6001,NA,NA,NA,1,0,1,"FFP","FFP",1,"1","5+",4,"5+ offers",0.163698561686023,0.312512698756295,0.580160289614247,0.350982708137329,0,"Any Comp.",1,0,1,0,0,0,2015,NA,56221,5622,562,"56",1.31948435310585,0.788214589996681,1.24816957560439,0.789300871252891,1.40210297586656,0.855253138934739,-0.149358448952655,-0.0102834609851048,-0.422323231657827,-0.563862457054284,7044.8856541648,633879422.6574,0.1498247446979,63945.3962997624,6299.72776192955,668862006.6199,0.0703035641151501,59233.7984862819,6299.72776192955,668862006.6199,0.0703035641151501,59233.7984862819,444.374076438309,3057126139.3139,0.0458902905730472,48746.1743315769,134.690660859289,14393624487.6275,0.0289853678904983,33661.1681782215,0.1498247446979,0.250039851073898,0.0703035641151501,0.0824657131542787,0.0703035641151501,0.10667377612861,0.0458902905730472,0.266584703817932,0.0289853678904983,0.293283133972171,0.0223679151788065,-0.0790583002015064,-0.226070501075397,-0.184488093179864,-0.336186309047532,0.127497038490348,0.0199974794086229,0.0427890066864896,-0.153647062936415,-0.920722921826141,NA,312.14,1.79175946922805,312.14,Inf,"[1.00e+01,     Inf]","No Unmodified Ceiling"
18782346,26802,0,0,2009-09-12,2009-05-11,2009-08-18,2009,"1700","N00164","5999",334220,10,"[0 months,~2 months)","[0,15k)",1400,2009-05-20,1,25402,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","Comp.","1 Offer","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0310096368775703,1,0.993557935918216,18.1442857142857,18.144,"[ 0.150,   Inf]",19.1442857142857,"[0.00e+00,1.50e+04)",3537.6001,0.027378507871321,0,"<~1 year",1,0,1,"FFP","FFP",1,"0.5","1",1,"1 offer",0.163698561686023,-0.342654394078496,-0.455771133208762,-0.505954886326419,0,"Any Comp.",0,0,1,0,0,0,2009,-0.27437809315011,33422,3342,334,"31-33",-0.307675765584215,-0.157904534753004,-0.270030731157935,-0.0981685456983157,-0.335359477851585,-0.284595292129451,-0.29733896644467,-0.42404888902601,-0.376923801372919,-0.437459052523112,873.419491735256,6514490100.778,0.14618529066713,69067.254627829,873.419491735256,6514490100.778,0.14618529066713,69067.254627829,494.189346037364,9832145038.0162,0.135058033414586,64953.5363255207,208.785225523597,27666713789.9023,0.0643753889783035,62190.7458995691,161.280221832369,186213117610.2,0.0268296875686396,45818.4299852116,0.14618529066713,0.239468143999939,0.14618529066713,0.421927242774302,0.135058033414586,0.410483473116467,0.0643753889783035,0.513891833061747,0.0268296875686396,0.22713187774248,0.601121928284497,0.476917554181285,0.546034535430209,0.501925290867189,0.525639566053109,0.234209590551544,0.228766265685343,0.175545343758172,0.295975907235619,-0.234371166585511,-0.191543268123013,26802,0,25402,2.95200427497682,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
