"CSIScontractID","Action_Obligation_Then_Year","IsClosed","Term","LastCurrentCompletionDate","MinOfSignedDate","MaxBoostDate","StartFY","Agency","Office","ProdServ","NAICS","UnmodifiedDays","qDuration","Ceil","UnmodifiedContractBaseAndAllOptionsValue_Then_Year","UnmodifiedCurrentCompletionDate","SumOfisChangeOrder","ChangeOrderBaseAndAllOptionsValue","qNChg","CBre","qCRais","Where","Intl","PSR","UnmodifiedNumberOfOffersReceived","Offr","Comp","EffComp","Urg","Veh","FxCb","Fee","UCA","b_Term","j_Term","b_CBre","j_CBre","pChangeOrderUnmodifiedBaseAndAll","pChange3Sig","CRai","n_CBre","qHighCeiling","ceil.median.wt","UnmodifiedYearsFloat","UnmodifiedYearsCat","Dur.Simple","n_Fixed","n_Incent","n_NoFee","Pricing","PricingFee","b_Comp","n_Comp","q_Offr","nq_Offr","CompOffr","cb_Comp","cn_Comp","cn_Offr","cl_Offr","b_Urg","NoComp","b_Intl","b_UCA","SIDV","MIDV","FSSGWAC","BPABOA","StartCY","cl_Ceil","NAICS5","NAICS4","NAICS3","NAICS2","c_def6_HHI_lag1","cl_def6_HHI_lag1","c_def5_HHI_lag1","cl_def5_HHI_lag1","c_def4_HHI_lag1","cl_def4_HHI_lag1","c_def3_HHI_lag1","cl_def3_HHI_lag1","c_def2_HHI_lag1","cl_def2_HHI_lag1","def6_HHI_lag1","def6_obl_lag1","def6_ratio_lag1","US6_avg_sal_lag1","def5_HHI_lag1","def5_obl_lag1","def5_ratio_lag1","US5_avg_sal_lag1","def4_HHI_lag1","def4_obl_lag1","def4_ratio_lag1","US4_avg_sal_lag1","def3_HHI_lag1","def3_obl_lag1","def3_ratio_lag1","US3_avg_sal_lag1","def2_HHI_lag1","def2_obl_lag1","def2_ratio_lag1","US2_avg_sal_lag1","capped_def6_ratio_lag1","cl_def6_ratio_lag1","capped_def5_ratio_lag1","cl_def5_ratio_lag1","capped_def4_ratio_lag1","cl_def4_ratio_lag1","capped_def3_ratio_lag1","cl_def3_ratio_lag1","capped_def2_ratio_lag1","cl_def2_ratio_lag1","cl_def6_obl_lag1","cl_def5_obl_lag1","cl_def4_obl_lag1","cl_def3_obl_lag1","cl_def2_obl_lag1","cl_US6_avg_sal_lag1","cl_US5_avg_sal_lag1","cl_US4_avg_sal_lag1","cl_US3_avg_sal_lag1","cl_US2_avg_sal_lag1","cl_Days","ObligationWT_Then_Year","l_Offr","ChangeOrderCeilingGrowth","l_CBre","l_Cbre","qGrowth","Why_Outlier"
19005830,368017.2422,0,0,2012-02-29,2011-12-30,2012-03-29,2012,"1700","N40080","3590",561210,62,"[~2 months,~7 months)","[15k,100k)",40721.6016,2012-02-29,2,14434412736,"   2","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",2,"2","Comp.","2+ Offers","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.00402399062877521,1,0.978087316511664,354465.742231514,354465.742,"[ 0.150,   Inf]",354466.742231514,"[1.50e+04,1.00e+05)",31190.251572327,0.16974674880219,0,"<~1 year",1,0,1,"FFP","FFP",1,"1","2",2,"2 offers",0.163698561686023,0.312512698756295,-0.110460658934426,-0.174446172283303,0,"Any Comp.",0,0,1,0,0,0,2011,0.398854397394747,56121,5612,561,"56",-0.289497049893701,-0.123470716551571,-0.250740125168118,-0.0640417440720373,-0.201230215312873,0.0044602103750635,-0.108630281591008,0.0643243997263892,-0.0242694239093908,0.140987066914501,942.367425913212,13595478782.9196,0.393083574507882,42199.0183290483,942.367425913212,13595478782.9196,0.393083574507882,42199.0183290483,942.367425913212,13595478782.9196,0.393083574507882,42199.0183290483,509.214383197679,18821725437.4989,0.0262529568455974,28850.4554094123,367.823013518176,22421778040.1704,0.0285176751497828,29407.0208092807,0.393083574507882,0.956646136017542,0.393083574507882,1.52644176690979,0.393083574507882,1.62106650009164,0.0262529568455974,0.00386213000910571,0.0285176751497828,0.278931069793583,0.783872049376612,0.656618336613453,0.639129523296605,0.381885172957393,-0.186972966442427,-0.448135970683545,-0.440926044089953,-0.445571912210102,-1.12182246666747,-1.22147378288785,0.291135197080301,368017.2422,0.693147180559945,14434412736,12.7783698045632,NA,"[1.00e+01,     Inf]",">=$250M, Insepect"
1431340,1363572085,0,0,2015-02-09,2011-05-02,2015-10-28,2011,"5700","FA8811","1810",336414,167,"[~2 months,~7 months)","[75m+]",5.75e+08,2011-10-15,3,2125674405,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","Def/Pur","Fixed","FFP or No Fee","UCA",0,0.0214685868355446,1,0.993523214303423,3.69682505217391,3.697,"[ 0.150,   Inf]",4.75023510086957,"[7.50e+07,8.96e+10]",232723097.615651,0.457221081451061,0,"<~1 year",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,1,NA,NA,NA,NA,2011,2.30758925669717,33641,3364,336,"31-33",0.427245613944256,0.491542805803884,-0.293261594392353,-0.143035731314588,-0.246713997898171,-0.0742977521803456,-0.152266104556972,-0.0160195543401654,-0.345203180601767,-0.360965367618851,3660.81722457626,12915388538.2601,0.353151030154763,81122.7483638279,790.388402404557,69335886975.2251,0.29848448208543,67546.0629154226,790.388402404557,69335886975.2251,0.29848448208543,67546.0629154226,439.745012732583,101959903512.943,0.108269120230084,55404.0043050236,179.85837082687,163931011303.802,0.0268296875686396,45818.4299852116,0.353151030154763,0.840652045131938,0.29848448208543,1.10324696002314,0.29848448208543,1.17723425321935,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,0.771124700067793,1.05456551879794,1.10713937231861,0.908381362926846,0.482736515346054,0.45702509858443,0.198493931506572,0.231910817403979,0.0826743494233439,-0.234371166585511,0.553263773008414,1363572085,0,2156385183,1.55819411174163,NA,"[1.00e+00,1.00e+01)",">=$250M, Insepect"
10091305,2137798556.75,0,0,2016-11-19,2012-02-01,2016-11-15,2012,"5700","FA8614","1510",336411,938.958333333333,"(~2 years+]","[75m+]",1781413760,2014-08-27,3,423785288,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.0245141913415864,1,0.98887113003293,0.237892676881535,0.238,"[ 0.150,   Inf]",1.23789267688153,"[7.50e+07,8.96e+10]",232723097.615651,2.57072781200091,2,"(~2 years+]",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2012,2.53347102720204,33641,3364,336,"31-33",-0.0160542206624841,0.21289103278739,-0.300660834787095,-0.158321644327261,-0.254628715981783,-0.0895379926935982,-0.128366185814646,0.0294374609757784,-0.314615393078275,-0.294347469551126,1979.47689570405,39025023459.0171,0.318584334599772,70623.176332728,763.942248251969,67076442006.2924,0.29848448208543,67546.0629154226,763.942248251969,67076442006.2924,0.29848448208543,67546.0629154226,477.794307929592,99697782237.8108,0.108269120230084,55404.0043050236,197.77304147986,158553508347.001,0.0268296875686396,45818.4299852116,0.318584334599772,0.740244407933446,0.29848448208543,1.10324696002314,0.29848448208543,1.17723425321935,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,1.04580158550124,1.04647340202181,1.09762255571528,0.901389886116159,0.471508485818615,0.265063141037572,0.198493931506572,0.231910817403979,0.0826743494233439,-0.234371166585511,1.01007697989489,2137798556.75,0,423785288,0.213410479778807,NA,"[4.69e-10,1.00e+00)","Obligations at least half Orig+CRai"
1224800,528451915.162,1,0,2018-09-30,2008-02-27,2016-11-16,2008,"5700","FA3002","J015",488190,581.958333333333,"(~1 year,~2 years]","[10m,75m)",29718482,2009-09-30,2,331335656,"   2","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Services",5,"5+","Comp.","2+ Offers","Not Urgency","Def/Pur","Fixed","Incentive","Not UCA",0,0.00823316003661603,1,0.955033860576805,11.1491446972292,11.149,"[ 0.150,   Inf]",12.6490978240409,"[1.00e+07,7.50e+07)",17846521.3667079,1.59331508099475,1,"(~1 year,~2 years]",1,1,0,"Other FP","Incentive",1,"1","5+",4,"5+ offers",0.163698561686023,0.312512698756295,0.580160289614247,0.263784510510273,0,"Any Comp.",0,0,NA,NA,NA,NA,2008,1.71579410773629,48819,4881,488,"48-49",-0.0210238776410544,0.208554926223542,0.0341540484870808,0.265023513214834,0.0205764148002926,0.264302021986748,0.175096102804482,0.412168412573906,0.603278638477244,0.627036760844609,1960.62806237177,1296594131.2009,0.109049724090241,48532.1575842162,1960.62806237177,1296594131.2009,0.109049724090241,48532.1575842162,1683.50972183212,1401573748.5202,0.0760796030607089,36174.5481540368,960.914201570909,1890255812.4834,0.0218283619036398,40400.0361613123,735.365675698116,7165563229.1041,0.0111976551167004,38879.2506167521,0.109049724090241,0.13159857659854,0.109049724090241,0.255799021840087,0.0760796030607089,0.133773320929536,0.0218283619036398,-0.0553333283635198,0.0111976551167004,-0.252567534843631,0.200132420727428,0.0826188920273222,-0.0135638900130964,-0.334301527744027,-0.570989993318331,-0.254477980850777,-0.250859201297281,-0.66742011077342,-0.500299455289648,-0.599928820116957,0.883525186907001,528451915.162,1.6094379124341,346193504,2.53758589437263,NA,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
2961325,712197016.91,0,0,2013-04-30,2008-09-02,2013-06-21,2008,"1700","N00019","2240",336412,1275.04166666667,"(~2 years+]","[75m+]",78036000,2012-02-28,1,571114304,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","Comp.","1 Offer","Not Urgency","Def/Pur","Cost","Incentive","Not UCA",0,0.0378883702564053,1,0.973424046940636,7.31860044082218,7.319,"[ 0.150,   Inf]",8.31860044082218,"[7.50e+07,8.96e+10]",232723097.615651,3.49087383070956,3,"(~2 years+]",0,1,0,"Cost-Based","Incentive",1,"0.5","1",1,"1 offer",0.163698561686023,-0.342654394078496,-0.455771133208762,-0.505954886326419,0,"Any Comp.",0,0,NA,NA,NA,NA,2008,1.90863807060345,33641,3364,336,"31-33",0.18112263957478,0.358136685978571,-0.292163572624957,-0.140811037942002,-0.245539481018737,-0.0720797059283264,-0.163022029358051,-0.0377762585619877,-0.400355279987805,-0.499852818435833,2727.32605141468,6425637677.0505,0.174999387959203,63628.2233370252,794.312920513753,52999666669.9718,0.29848448208543,67546.0629154226,794.312920513753,52999666669.9718,0.29848448208543,67546.0629154226,422.621299372492,80763067003.6125,0.108269120230084,55404.0043050236,147.556861750315,142719350885.988,0.0268296875686396,45818.4299852116,0.174999387959203,0.323165916686997,0.29848448208543,1.10324696002314,0.29848448208543,1.17723425321935,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,0.597710631366404,0.988939695102333,1.02995945193037,0.835756204788691,0.436090259051676,0.120610479359574,0.198493931506572,0.231910817403979,0.0826743494233439,-0.234371166585511,1.09101848547543,712197016.91,0,571114304,2.11849402443584,NA,"[1.00e+00,1.00e+01)","Obligations at least half Orig+CRai"
24816950,68972740,0,0,2012-01-02,2008-09-30,2013-02-28,2008,"2100","W912HN","Z199",236220,548,"(~1 year,~2 years]","[10m,75m)",64963096,2010-03-31,30,6791618,"[   3,3316]","Ceiling Breach","[ 0.001, 0.150)","USA","Just U.S.","Services",5,"5+","Comp.","2+ Offers","Not Urgency","M-IDC","Fixed","FFP or No Fee","Not UCA",0,0.00368044242495671,1,0.956073626235593,0.104545787041923,0.105,"[ 0.001, 0.150)",5.56465470795912,"[1.00e+07,7.50e+07)",17846521.3667079,1.50034223134839,1,"(~1 year,~2 years]",1,0,1,"FFP","FFP",1,"1","5+",4,"5+ offers",0.163698561686023,0.312512698756295,0.580160289614247,0.263784510510273,0,"Any Comp.",0,0,0,1,0,0,2008,1.87201276089703,23622,2362,236,"23",-0.513870870259115,-1.18102251007751,-0.488837636388756,-1.11216426292976,-0.46094229779606,-1.13150894360644,-0.38601996334781,-1.04174800573717,-0.595141986483814,-1.54064656516813,91.3660866996184,12250058777.0449,0.032889178016759,56201.2495070149,91.3660866996184,12250058777.0449,0.032889178016759,56201.2495070149,74.5682578213201,14082146950.0305,0.036113946138077,56023.6101976434,67.6027610176908,15112586144.6676,0.020190525550349,50707.6088698662,33.4740863362182,23861182058.6895,0.0137779222359409,45242.189704001,0.032889178016759,-0.0896288319288275,0.032889178016759,-0.084909823906725,0.036113946138077,-0.0537342635035772,0.020190525550349,-0.0772454977133094,0.0137779222359409,-0.173387004402668,0.757987116345612,0.63116531534552,0.649232578067775,0.313490502505201,-0.166027349220719,-0.051287743265082,-0.0514368744541914,-0.0374569334516308,-0.0808277466831536,-0.262543547209198,0.867619696882371,68972740,1.6094379124341,296534102,1.7164349357152,NA,"[1.00e+00,1.00e+01)",">=$250M, Insepect"
10091301,1273034925.7969,0,0,2011-10-26,2010-06-22,2011-05-24,2010,"5700","FA8614","1510",336411,380,"(~1 year,~2 years]","[75m+]",1528454016,2011-07-06,1,254938160,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.00487581288907677,1,0.982314718421549,0.166794785666617,0.167,"[ 0.150,   Inf]",1.16679478566662,"[7.50e+07,8.96e+10]",232723097.615651,1.0403832991102,1,"(~1 year,~2 years]",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2010,2.50287840364367,33641,3364,336,"31-33",0.0170061893800812,0.240726617641857,-0.322122899450907,-0.205851043622833,-0.277585963245573,-0.136925379767857,-0.19297319811565,-0.103352865985945,-0.410203863472017,-0.527829698999189,2104.86787570053,29748742165.7807,0.318584334599772,70623.176332728,687.233148364454,58861919422.4686,0.29848448208543,67546.0629154226,687.233148364454,58861919422.4686,0.29848448208543,67546.0629154226,374.938256018247,87847748593.1012,0.108269120230084,55404.0043050236,141.788738463116,148935501217.709,0.0268296875686396,45818.4299852116,0.318584334599772,0.740244407933446,0.29848448208543,1.10324696002314,0.29848448208543,1.17723425321935,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,0.978381735982748,1.01456422474271,1.06009544179319,0.861958557296583,0.450442164953562,0.265063141037572,0.198493931506572,0.231910817403979,0.0826743494233439,-0.234371166585511,0.770768088588979,1273034925.7969,0,254938160,0.154260490083563,NA,"[4.69e-10,1.00e+00)","Obligations at least half Orig+CRai"
20431398,582132754,0,0,2013-06-30,2012-05-25,2013-06-04,2012,"97AS","SP0600","9130",324110,251.041666666667,"[~7 months-~1 year]","[75m+]",284378688,2013-01-30,1,273010500,"   1","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",10,"5+","Comp.","2+ Offers","Not Urgency","S-IDC","Fixed","Other Fee","Not UCA",0,0.00868061386281624,1,0.965291062905453,0.960024472719981,0.96,"[ 0.150,   Inf]",1.96002447271998,"[7.50e+07,8.96e+10]",232723097.615651,0.687314624686288,0,"<~1 year",1,0,0,"Other FP","Other FP",1,"1","5+",4,"5+ offers",0.163698561686023,0.312512698756295,0.580160289614247,0.59529322455339,0,"Any Comp.",0,0,1,0,0,0,2012,2.16694890408605,32411,3241,324,"31-33",-0.40863003172048,-0.419376591772334,-0.377159804750407,-0.357309282531918,-0.337098830204349,-0.289893004791299,-0.121718565785727,0.0414382346343033,-0.314615393078275,-0.294347469551126,490.521809905126,12703012702.6415,0.0183618830863196,98078.8722836564,490.521809905126,12703012702.6415,0.0183618830863196,98078.8722836564,488.377492733059,12730990075.0017,0.0175566392171903,80443.8666981801,488.377492733059,12730990075.0017,0.0175566392171903,80443.8666981801,197.77304147986,158553508347.001,0.0268296875686396,45818.4299852116,0.0183618830863196,-0.131827003765372,0.0183618830863196,-0.149898563388688,0.0175566392171903,-0.140799910918193,0.0175566392171903,-0.112483550199023,0.0268296875686396,0.22713187774248,0.767006143754229,0.640033852736468,0.620257141252914,0.260051887813787,0.471508485818615,0.71990167589853,0.705451794183329,0.483583397850404,0.77102415964766,-0.234371166585511,0.661099645697901,582132754,2.30258509299405,273010500,0.672956959246098,NA,"[4.69e-10,1.00e+00)","Obligations at least half Orig+CRai"
24559436,1161156322.4216,0,0,2015-11-29,2008-01-11,2013-10-21,2008,"2100","W56HZV","2350",336992,19343,"(~2 years+]","[10m,75m)",12440172,2060-12-25,15,761194977.0938,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","USA","Just U.S.","Products",1,"1","No Comp.","No Comp.","Not Urgency","S-IDC","Fixed","FFP or No Fee","Not UCA",0,0.00177584810880944,1,0.989912141358946,61.188460826249,61.188,"[ 0.150,   Inf]",62.8793264348596,"[1.00e+07,7.50e+07)",17846521.3667079,52.9582477754962,52,"(~2 years+]",1,0,1,"FFP","FFP",0,"0","1",0,"No Competition",-0.836301438313977,-0.997821486913287,-0.801081607483099,-0.505954886326419,0,"Other No",0,0,1,0,0,0,2008,1.54183958042019,33699,3369,336,"31-33",0.0418772505808088,0.260595019025578,0.0792545558244137,0.300512354841062,0.151753973578101,0.367925064775438,-0.163022029358051,-0.0377762585619877,-0.400355279987805,-0.499852818435833,2199.19842796823,12251331206.5979,1.11497645713162,58747.3612318391,2121.82501040587,12474043816.0482,0.493847253195049,47677.7663179608,2121.82501040587,12474043816.0482,0.493847253195049,47677.7663179608,422.621299372492,80763067003.6125,0.108269120230084,55404.0043050236,147.556861750315,142719350885.988,0.0268296875686396,45818.4299852116,1,3.05356507752716,0.493847253195049,1.97721422625618,0.493847253195049,2.09382124614276,0.108269120230084,1.10113418523611,0.0268296875686396,0.22713187774248,0.758012916660528,0.635591042459014,0.614400159192204,0.835756204788691,0.436090259051676,0.0100758630474578,-0.275001876525461,-0.269770776429715,0.0826743494233439,-0.234371166585511,1.81041397097839,1161156322.4216,0,769789464.0938,4.14121743614977,NA,"[1.00e+01,     Inf]","Obligations at least half Orig+CRai"
24604427,1014568626.2075,0,0,2013-12-15,2009-05-29,2015-12-17,2009,"2100","W9113M","AC23",54171,87,"[~2 months,~7 months)","[75m+]",764466624,2009-08-23,5,331327008,"[   3,3316]","Ceiling Breach","[ 0.150,   Inf]","AFG","Any Intl.","R&D",3,"3-4","Comp.","2+ Offers","Not Urgency","M-IDC","Combo/Other","Fixed Fee",NA,0,0.00698398775421083,1,0.974152936344035,0.433409383219849,0.433,"[ 0.150,   Inf]",1.43340938321985,"[7.50e+07,8.96e+10]",232723097.615651,0.238193018480493,0,"<~1 year",0.5,0,0,"Combination or Other","Combination or Other",1,"1","3-4",3,"3-4 offers",0.163698561686023,0.312512698756295,0.234849815339911,0.019473994094213,0,"Any Comp.",1,NA,0,1,0,0,2009,2.36448122144421,54171,5417,541,"54",-0.423236264022504,-0.47368798233994,-0.392659418536715,-0.411136425403657,-0.360878208720901,-0.369410056746096,-0.343868456167889,-0.664076425783058,-0.42229181332717,-0.563766611753922,435.123532023848,25952451315.7683,0.230719393436948,90565.694572245,435.123532023848,25952451315.7683,0.230719393436948,90565.694572245,408.921332291459,27540368542.9159,0.236344888159912,89131.6220763168,134.709061962859,92835859800.6122,0.0646510544018301,63792.6201849102,134.709061962859,92835859800.6122,0.0646510544018301,63792.6201849102,0.230719393436948,0.485018648192876,0.230719393436948,0.800095704869602,0.236344888159912,0.885692813598216,0.0646510544018301,0.517579886164281,0.0646510544018301,1.38775430536767,0.94446994269821,0.814536519728105,0.841910218349297,0.879168417329272,0.291320595613983,0.609525523946953,0.597122430963373,0.631281184400154,0.342919507830416,0.502308312630941,0.380756664969506,1014568626.2075,1.09861228866811,331327008,0.360055790684237,NA,"[4.69e-10,1.00e+00)","Obligations at least half Orig+CRai"
