CSIScontractID	CSIStransactionID	descriptionofcontractrequirement	obligatedAmount	agencyid	principalnaicscode	principalnaicscodeText	ProductOrServiceCode	ProductOrServiceCodeText	piid	idvpiid	claimantprogramcode	ContractingOfficeID	ContractingOfficeName
629176	34283	MODIFICATION 503 PROVIDES $145,631.07 OF FUNDING FOR AN INTERAGENCY AGREEMENT WITH THE DEFENSE ADVANCED RESEARCH PROJECTS AGENCY (DARPA). THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	145631.0625	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	175702	TAS::89 0321::TAS THIS MODIFICATION PROVIDES FUNDING FOR EQUIPMENT AND OPERATING PROGRAMS. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	44158872.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	192562	MANAGE AND OPERATE THE NATIONAL RENEWABLE ENERGY LABORATORY	41626.2109	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	222866	TAS::89 0321::TAS  MODIFICATION 426 OBLIGATES FEDERAL REIMBURSABLE FUNDING IN THE AMOUNT OF $165,048.54 FOR A GENERAL SERVICES ADMINISTRATION INTERAGENCY AGREEMENT.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	165048.5469	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	424032	MODIFICATION 477 DEOBLIGATES $584,779.05 OF OPERATING FUNDING ASSOCIATED WITH THE NNSA CLOSE-OUT.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	-584779.0625	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	434267	MODIFICATION 541 DEOBLIGATES FEDERAL REIMBURSABLE FUNDING IN THE AMOUNT OF ($17,574.68) FOR ANINTERAGENCY AGREEMENT WITH THE U.S. ARMY.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	-17574.6797	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	476859	TAS::89 0321::TAS  MODIFICATION 393 OBLIGATES $340,452.82 OF NON-FEDERAL WORK FOR OTHERS FUNDING.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1047773	TAS::89 0321::TAS  MODIFICATION 325 OBLIGATES $7,205,701.00 FOR OPERATING AND CAPITAL EQUIPMENT.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	7205701.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1150509	TAS::89 0321::TAS  MODIFICATION 201 OBLIGATES $7,706.707.00 IN EQUIPMENT AND OPERATING FUNDING.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	7706707.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1215685	TAS::89 0321::TAS  MODIFICATION 401 OBLIGATES $461,472.74 OF NON-FEDERAL WORK FOR OTHERS FUNDING.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1442657	TAS::89 0331::TAS RECOVERY  MODIFICATION 254 OBLIGATES $948,065.00 IN AMERICAN RECOVERY AND REINVESTMENT ACT OPERATING FUNDS TO BUILDING TECHNOLOGIES.  THIS FUNDING WAS OBLIGATED ONTO THE CONTRACT UNDER MODIFICATION 212 WITH BUDGET AND REPORTING CODE BT010000-05794-1004210.  MODIFICATION 234 DE-OBLIGATED THE FUNDING AND THIS MODIFICATION OBLIGATES THE FUNDING UNDER THE CORRECT BUDGET AND REPORTING CODE BT0304020-05794-1004218. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	948065.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1526982	MODIFICATION 529 PROVIDES $63,783.55 OF FUNDING FOR NON-FEDERAL WORK FOR OTHERS.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1598868	MANAGE AND OPERATE THE NATIONAL RENEWABLE ENERGY LABORATORY	80582.5234	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1844493	MANAGE AND OPERATE THE NATIONAL RENEWABLE ENERGY LABORATORY	10245374.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	1864935	TAS::89 0321::TAS  MODIFICATION 351 DEOBLIGATES $7,814.02 OF FEDERAL WORK FOR OTHERS FUNDING FROM THE UNITED STATES NAVY (IAG-09-1734).  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	-7814.0200	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	2202284	TAS::89 0321::TAS  MODIFICATION 280 OBLIGATES $85,487.57 OF FUNDING FOR NON-FEDERAL WORK FOR OTHERS. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	2249811	TAS::89 0331::TAS RECOVERY  MODIFICATION 127 PROVIDES FUNDS FOR THE AMERICAN RECOVERY AND REINVESTMENT ACT. THE FOLLOWING PROJECTS ARE BEING FUNDED; INGRESS/EGRESS AND TRAFFIC CAPACITY UPGRADES FOR CONSTRUCTION AND OPERATING, AND OPERATING FUNDS FOR THE WIND AND HYDROPOWER TECHNOLOGIES PROGRAM.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	43724500.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	2325141	TAS::89 0321::TAS  MODIFICATION 438 PROVIDES $306,131.39 OF FUNDING FOR NON-FEDERAL WORK FOR OTHERS.  THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
629176	2462101	TAS::89 0321::TAS MODIFICATION 391 DELETES AND REPLACES SECTION B, SUPPLIES AND SERVICE AND PRICE/COSTS. DELETES AND REPLACES SECTION I, CLAUSE I.156, 52.225-23, REQUIRED USE OF AMERICAN IRON, STEEL, AND MANUFACTURED GOODS BUY AMERICAN ACT CONSTRUCTION MATERIALS UNDER TRADE AGREEMENTS (OCT 2010). DELETES AND REPLACES SECTION J, ATTACHMENT F. THIS CONTRACT IS TO OPERATE AND MANAGE THE NATIONAL RENEWABLE ENERGY LABORATORY.	0.0000	8900	541711	Research and Development in Biotechnology	M181	OPER OF GOVT R&D GOCO FACILITIES	DEAC3608GO28308			00036	NULL
