"Name","Column","Class","Label","Format","NAs","MaxChar"
"unaggregated_FPDS","Fiscal_Year","numeric",NA,NA,0,4
"unaggregated_FPDS","fiscal_quarter_YTD","numeric",NA,NA,10539835,1
"unaggregated_FPDS","ContractingCustomer","factor",NA,NA,1363,50
"unaggregated_FPDS","ContractingSubCustomer","factor",NA,NA,0,50
"unaggregated_FPDS","ProductServiceOrRnDarea","factor",NA,NA,0,43
"unaggregated_FPDS","PlatformPortfolio","factor",NA,NA,0,29
"unaggregated_FPDS","IsF35","logical",NA,NA,12633401,5
"unaggregated_FPDS","IsRemotelyOperated","logical",NA,NA,13024658,4
"unaggregated_FPDS","Vehicle","factor",NA,NA,262087,18
"unaggregated_FPDS","CompetitionClassification","factor",NA,NA,0,78
"unaggregated_FPDS","ClassifyNumberOfOffers","factor",NA,NA,0,76
"unaggregated_FPDS","PricingUCA","factor",NA,NA,489516,17
"unaggregated_FPDS","TypeOfContractPricing","factor",NA,NA,7248,2
"unaggregated_FPDS","VendorSize","factor",NA,NA,0,34
"unaggregated_FPDS","IsEntityTraditional","logical",NA,NA,426678,5
"unaggregated_FPDS","AnyCommercial","factor",NA,NA,125790,6
"unaggregated_FPDS","gfe_gfp_code","factor",NA,NA,122880,1
"unaggregated_FPDS","costaccountingstandardsclause","factor",NA,NA,6312195,1
"unaggregated_FPDS","CurrentEndFYear","numeric",NA,NA,860673,4
"unaggregated_FPDS","multiyearcontract","logical",NA,NA,4063822,5
"unaggregated_FPDS","UnmodifiedUltimateEndFYear","numeric",NA,NA,1091477,4
"unaggregated_FPDS","UnmodifiedUltimateDurationCategory","factor",NA,NA,1999985,12
"unaggregated_FPDS","CurrentDurationCategory","factor",NA,NA,935999,12
"unaggregated_FPDS","transactioncount","numeric",NA,NA,0,6
"unaggregated_FPDS","Action_Obligation_Then_Year","numeric",NA,NA,15,15
"unaggregated_FPDS","COVID19obligated","numeric",NA,NA,12864561,16
"unaggregated_FPDS","NumberOfActions","numeric",NA,NA,772888,8
"unaggregated_FPDS","dFYear","Date",NA,NA,0,10
"unaggregated_FPDS","Fiscal_YQ","numeric",NA,NA,0,6
"unaggregated_FPDS","YTD","factor",NA,NA,0,9
"unaggregated_FPDS","SubCustomer.sum","factor",NA,NA,1363,50
"unaggregated_FPDS","SubCustomer.platform","factor",NA,NA,1363,50
"unaggregated_FPDS","Competition.sum","factor",NA,NA,0,9
"unaggregated_FPDS","Competition.effective.only","factor",NA,NA,0,19
"unaggregated_FPDS","Competition.multisum","factor",NA,NA,0,9
"unaggregated_FPDS","No.Competition.sum","factor",NA,NA,0,28
"unaggregated_FPDS","Vehicle.sum","factor",NA,NA,262087,11
"unaggregated_FPDS","Vehicle.sum7","factor",NA,NA,262087,11
"unaggregated_FPDS","Vehicle.AwardTask","factor",NA,NA,262087,10
"unaggregated_FPDS","PricingMechanism","factor",NA,NA,38361,42
"unaggregated_FPDS","PricingFee","factor",NA,NA,350796,20
"unaggregated_FPDS","PricingInflation","factor",NA,NA,350796,19
"unaggregated_FPDS","Pricing.sum","factor",NA,NA,9485,20
"unaggregated_FPDS","PricingUCA.sum","factor",NA,NA,0,20
"unaggregated_FPDS","gfe_gfp_value","factor",NA,NA,124276,59
"unaggregated_FPDS","ServicesCategory.detail","factor",NA,NA,0,12
"unaggregated_FPDS","ServicesCategory.sum","factor",NA,NA,0,18
"unaggregated_FPDS","SimpleArea","factor",NA,NA,0,18
"unaggregated_FPDS","PlatformPortfolioUAV","factor",NA,NA,0,29
"unaggregated_FPDS","SubCustomer.JPO","factor",NA,NA,1363,50
"unaggregated_FPDS","Shiny.VendorSize","factor",NA,NA,0,13
"unaggregated_FPDS","Action_Obligation_OMB25_GDP23","numeric",NA,NA,25,21
"unaggregated_FPDS","PricingInflationUCA","factor",NA,NA,347201,19
"unaggregated_FPDS","CurrentDurationIsYear","factor",NA,NA,935999,8
"unaggregated_FPDS","PricingInflation.1year","factor",NA,NA,192613,20
"unaggregated_FPDS","PricingInflation.1yearUCA","factor",NA,NA,190099,20
"unaggregated_FPDS","PricingUCA.1year","factor",NA,NA,0,20
"unaggregated_FPDS","UnmodifiedUltimateDurationIsYear","factor",NA,NA,1999985,8
