"Name","Column","Class","Label","Format","NAs","MaxChar"
"Federal_platpscintl_FPDS","ProductOrServiceCode","character",NA,NA,115128,4
"Federal_platpscintl_FPDS","PlatformPortfolio","factor",NA,NA,0,29
"Federal_platpscintl_FPDS","claimantprogramcode","factor",NA,NA,2496532,3
"Federal_platpscintl_FPDS","ProjectID","numeric",NA,NA,19666841,4
"Federal_platpscintl_FPDS","Contracting_Agency_ID","character",NA,NA,1732,4
"Federal_platpscintl_FPDS","Fiscal_Year","numeric",NA,NA,0,4
"Federal_platpscintl_FPDS","fiscal_quarter_YTD","numeric",NA,NA,16785898,1
"Federal_platpscintl_FPDS","fundedbyforeignentity","factor",NA,NA,5125158,1
"Federal_platpscintl_FPDS","IsFMS","logical",NA,NA,1758026,5
"Federal_platpscintl_FPDS","PlaceISOalpha3","factor",NA,NA,1656815,3
"Federal_platpscintl_FPDS","PlaceStateCode","factor",NA,NA,8744237,2
"Federal_platpscintl_FPDS","pop_state_code","factor",NA,NA,1129073,2
"Federal_platpscintl_FPDS","placeofperformancezipcode","character",NA,NA,1179247,10
"Federal_platpscintl_FPDS","VendorISOalpha3","factor",NA,NA,391250,3
"Federal_platpscintl_FPDS","VendorStateCode","factor",NA,NA,399028,35
"Federal_platpscintl_FPDS","OriginISOalpha3","factor",NA,NA,3867272,3
"Federal_platpscintl_FPDS","PlaceOfManufacture","factor",NA,NA,1026678,1
"Federal_platpscintl_FPDS","ManufacturingOrganizationType","factor",NA,NA,558050,1
"Federal_platpscintl_FPDS","VendorSize","factor",NA,NA,0,34
"Federal_platpscintl_FPDS","AnyCommercial","factor",NA,NA,272639,6
"Federal_platpscintl_FPDS","informationtechnologycommercialitemcategoryText","factor",NA,NA,2463621,27
"Federal_platpscintl_FPDS","gfe_gfp_code","factor",NA,NA,268551,1
"Federal_platpscintl_FPDS","multiyearcontract","logical",NA,NA,8006866,5
"Federal_platpscintl_FPDS","Action_Obligation_Then_Year","numeric",NA,NA,16,16
"Federal_platpscintl_FPDS","SumOfobligatedAmountCovid19","numeric",NA,NA,19930879,16
"Federal_platpscintl_FPDS","NumberOfActions","numeric",NA,NA,1420817,8
"Federal_platpscintl_FPDS","dFYear","Date",NA,NA,0,10
"Federal_platpscintl_FPDS","Fiscal_YQ","numeric",NA,NA,0,6
"Federal_platpscintl_FPDS","YTD","factor",NA,NA,0,9
"Federal_platpscintl_FPDS","ContractingAgencyName","factor",NA,NA,3071,86
"Federal_platpscintl_FPDS","Customer","factor",NA,NA,0,14
"Federal_platpscintl_FPDS","SubCustomer","factor",NA,NA,0,50
"Federal_platpscintl_FPDS","SubCustomer.sum","factor",NA,NA,0,50
"Federal_platpscintl_FPDS","SubCustomer.platform","factor",NA,NA,0,50
"Federal_platpscintl_FPDS","ProductOrServiceCodeText","factor",NA,NA,115126,100
"Federal_platpscintl_FPDS","SimpleArea","factor",NA,NA,115128,8
"Federal_platpscintl_FPDS","ProductOrServiceArea","factor",NA,NA,115128,28
"Federal_platpscintl_FPDS","ProductServiceOrRnDarea","factor",NA,NA,115133,43
"Federal_platpscintl_FPDS","PlatformPortfolioUAV","factor",NA,NA,0,29
"Federal_platpscintl_FPDS","Project.Name","factor",NA,NA,19666841,85
"Federal_platpscintl_FPDS","IsUnknown","logical",NA,NA,19666841,5
"Federal_platpscintl_FPDS","IsRemotelyOperated","logical",NA,NA,20084099,4
"Federal_platpscintl_FPDS","SubCustomer.JPO","factor",NA,NA,0,50
"Federal_platpscintl_FPDS","Shiny.VendorSize","factor",NA,NA,0,9
"Federal_platpscintl_FPDS","Action_Obligation_OMB25_GDP23","numeric",NA,NA,27,21
"Federal_platpscintl_FPDS","foreign_funding_description","factor",NA,NA,5125158,25
"Federal_platpscintl_FPDS","PlaceOfManufactureText","factor",NA,NA,5407880,109
"Federal_platpscintl_FPDS","PlaceOfManufacture_Sum","factor",NA,NA,5407880,39
"Federal_platpscintl_FPDS","PlaceOfManufacture_DoD","factor",NA,NA,5407880,51
"Federal_platpscintl_FPDS","MFGorPerformIsForeign","logical",NA,NA,12878896,5
"Federal_platpscintl_FPDS","MFGisForeign","logical",NA,NA,13023649,5
"Federal_platpscintl_FPDS","ManufacturingOrganizationText","factor",NA,NA,7410594,51
"Federal_platpscintl_FPDS","ManufacturingOrganizationText_sum","factor",NA,NA,7410594,51
"Federal_platpscintl_FPDS","ManufacturingOrganizationParentHQisForeign","logical",NA,NA,7410594,5
"Federal_platpscintl_FPDS","PlaceIsForeign","logical",NA,NA,1656815,5
"Federal_platpscintl_FPDS","OriginIsForeign","logical",NA,NA,3867272,5
"Federal_platpscintl_FPDS","VendorIsForeign","logical",NA,NA,391250,5
"Federal_platpscintl_FPDS","VendorSize_Intl","factor",NA,NA,0,13
