"OfficeSum","Commercial","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Telecomm Div.","Commercial",2.02484291574572,2.12929019770593,2.25485221465007,2.53157521471592,1.05328068664751,1.09161055750012,1.20615174712293,1.05234693441289,0.946915468953152,0.862450360042508,0.671700134426549,0.615763996155628,0.667880752802924,0.597975606976601,0.784967432012596,0.666638492674625,0.8101419395555
"Telecomm Div.","Non-Commercial",1.36465052131415,1.84158098608366,0.643892652130984,1.00750025408935,0.108393960539389,0.0962038880142032,0.175584518575964,0.644302353941149,0.547606294837869,0.482778529776863,0.398554816584735,0.266327436595628,0.422008944689442,0.942077955025101,0.385025618818655,0.347215946952556,1.1297218827178
"Telecomm Div.","Non-Developmental",0.000795646212326907,0.00101027272727273,0.000172466487935657,4.66211010314403e-05,,,,,,,,,,,3.30806787424526e-06,3.66493214978063e-08,0
"Telecomm Div.","Not IT",,,0.0632638039082089,0.0659340092732695,0.0181444519968343,0.0230680686409485,0.026909622373911,0.0341605393556804,0.0306651972669652,0.0182290033593415,0.0132269154357301,0.10380239363377,0.149221402109367,0.189668057266964,0.168209063052884,0.121344859615958,0.0989141012357
"Telecomm Div.","Unlabeled",0.00394832982622862,0.153847931025692,1.10629978453224,0.259292407663477,0.0979473252326799,0.0508366113160809,0.147192910192386,0.012881740968878,0.0025197564922494,0.00183124123350998,0.00118721888274336,0.000908720644590164,0.00145581085067677,0.0230732613715167,-0.00424215654622111,0.00295504504468932,0.0169175757319
"IT Contracting PL83","Commercial",,,,-0.00165189800211259,1.31495478682783,1.73154218028226,1.64105136436735,1.6225186196607,1.54269475086956,1.62282381263265,1.73250264394403,1.69007142304437,1.94955363496026,2.0948415614966,1.71619625888736,1.02221394788164,0.9877660864189
"IT Contracting PL83","Non-Commercial",,,,-0.0113927463684603,0.807386434122489,0.885952787815599,0.771744162592911,1.39146125528934,1.83824842824067,1.0120555663413,1.42537324735299,1.2349713218494,1.26648199797076,1.18847213881281,1.21771247262763,1.07647379572207,1.0468788398963
"IT Contracting PL83","Non-Developmental",,,,,,0.00206977401299952,,,2.67735558617522e-05,,,,,,1.10946283572767e-05,,0.00179047525
"IT Contracting PL83","Not IT",,,,,0.031736045602216,0.0828210103228214,0.202793264645423,0.195354170355212,0.202136468499943,0.218012969007667,0.360809765583518,0.359679898944262,0.392413400157986,0.452711553728249,0.554894418963669,0.525091234346495,0.7010869538853
"IT Contracting PL83","Unlabeled",,,,-0.00383238050118056,0.0908663564609765,0.269501670129995,0.78138382105287,0.0954852069386919,0.00904046358835687,0.0101674958935618,0.00819299803030974,0.00744659632994535,0.00231184621938278,0.021228889958094,0.00498346402290235,0.171416614858178,0.1708833227631
"IT Contracting PL84","Commercial",,,,,,,,,,,,,,,0.522852278603061,1.20675813748434,1.4056577671766
"IT Contracting PL84","Non-Commercial",,,,,,,,,,,,,,,0.0168025090889028,0.235907847625957,0.3760829954318
"IT Contracting PL84","Not IT",,,,,,,,,,,,,,,0.0300944620739121,0.121565339628201,0.0779161250143
"IT Contracting PL84","Unlabeled",,,,,,,,,,,,,,,0.00141923068915261,0.00125755128435874,0.0403832653998
"DITCO OCONUS","Commercial",0.219929052318083,0.319467918313571,0.214245363580493,0.221933767335902,0.319236199685986,0.253173741458594,0.71977263204189,0.112149754215514,0.237626060666437,0.292693261647987,0.140013990670907,0.0658501510846995,0.229102248872225,0.198554241711551,0.33034197754289,0.434857107498112,0.2331145078101
"DITCO OCONUS","Non-Commercial",0.00412734184089058,0.0435264584980237,0.0116936567460743,0.0222492274419038,0.000387170226104956,0.00344807394499278,0.00327356042069459,0.540479619106821,0.015295508998048,0.0376963161362048,0.229820054667367,0.0488528798880874,0.0804361472801299,-0.00547255249425654,0.0620077375941079,0.355046807346699,0.0682356225473
"DITCO OCONUS","Non-Developmental",,,,,,,4.843286597446e-05,,,,,2.34802841530055e-05,0,,,,0
"DITCO OCONUS","Not IT",0.00114264051045343,0.000643096179183136,0.0728169546161113,0.0414558064087237,0.0360693354731523,0.0320085141432354,0.023159471248717,0.0126969745331695,0.0185598438623263,0.00192618611985568,0.00430014831858407,0.00277935767551913,0.0052042428378993,0.0063519547816422,0.00332277592775349,0.00200650556820733,0.0016165951027
"DITCO OCONUS","Unlabeled",0.0020650800977464,0.0176796600790514,0.00556723588561215,0.00128590920889773,0.00138105313709972,0.0045649277182234,0.00703217867418546,0.00890831499052299,7.71097853944196e-05,6.55202615852971e-05,0,0,7.63250687601516e-06,0.00128413262305892,3.83240682906517e-06,-7.49923596571778e-05,0.0002702465995
